sessionID,sid,grade,dept,level,sem,enroll,iid
session3131,S31941,4,J,400,SP2004,15,inst137
session3219,S31446,4,i,300,SP2004,15,inst437
session3116,S31440,4,G,200,SP2004,15,inst203
session3230,S31437,4,j,400,SP2004,15,inst453
session3100,S32490,3.67,D,200,SP2004,15,inst157
session3146,S32190,3.67,O,100,SP2004,15,inst291
session3152,S32184,3.67,O,200,SP2004,15,inst288
session3131,S32049,3.67,J,400,SP2004,15,inst137
session3219,S31968,3.67,i,300,SP2004,15,inst437
session3208,S31776,3.67,d,300,SP2004,15,inst412
session3219,S31545,3.67,i,300,SP2004,15,inst437
session3100,S31239,3.67,D,200,SP2004,15,inst157
session3152,S31233,3.67,O,200,SP2004,15,inst288
session3152,S32268,3,O,200,SP2004,15,inst288
session3182,S31926,3,W,300,SP2004,15,inst369
session3146,S31842,3,O,100,SP2004,15,inst291
session3200,S32055,3.33,d,100,SP2004,15,inst243
session3126,S31719,3.33,J,200,SP2004,15,inst137
session3152,S31293,3.33,O,200,SP2004,15,inst288
session3258,S31260,3.33,p,100,SP2004,15,inst473
session3151,S32484,4,O,200,SP2004,16,inst288
session3192,S32481,4,C,100,SP2004,16,inst141
session3348,S32394,4,n,100,SP2004,16,inst132
session3234,S32379,4,k,100,SP2004,16,inst440
session3192,S32265,4,C,100,SP2004,16,inst141
session3348,S31560,4,n,100,SP2004,16,inst132
session3348,S31545,4,n,100,SP2004,16,inst132
session3192,S31533,4,C,100,SP2004,16,inst141
session3333,S31455,4,m,300,SP2004,16,inst406
session3123,S31296,4,H,200,SP2004,16,inst204
session3290,S31275,4,e,300,SP2004,16,inst424
session3151,S32424,3.67,O,200,SP2004,16,inst288
session3290,S32361,3.67,e,300,SP2004,16,inst424
session3333,S32304,3.67,m,300,SP2004,16,inst406
session3123,S32259,3.67,H,200,SP2004,16,inst204
session3290,S32133,3.67,e,300,SP2004,16,inst424
session3348,S32115,3.67,n,100,SP2004,16,inst132
session3183,S32094,3.67,X,300,SP2004,16,inst389
session3257,S31908,3.67,o,200,SP2004,16,inst312
session3359,S31794,3.67,Q,400,SP2004,16,inst325
session3261,S31749,3.67,p,300,SP2004,16,inst511
session3257,S31638,3.67,o,200,SP2004,16,inst312
session3151,S31629,3.67,O,200,SP2004,16,inst288
session3254,S31602,3.67,W,100,SP2004,16,inst138
session3264,S31593,3.67,q,100,SP2004,16,inst214
session3257,S32295,,o,200,SP2004,16,inst312
session3151,S32319,3,O,200,SP2004,16,inst288
session3212,S32067,3,K,200,SP2004,16,inst238
session3264,S31908,3,q,100,SP2004,16,inst214
session3123,S31851,3,H,200,SP2004,16,inst204
session3123,S31806,3,H,200,SP2004,16,inst204
session3123,S31698,3,H,200,SP2004,16,inst204
session3290,S32049,3.33,e,300,SP2004,16,inst424
session3333,S31644,3.33,m,300,SP2004,16,inst406
session3192,S31425,3.33,C,100,SP2004,16,inst141
session3261,S31278,3.33,p,300,SP2004,16,inst511
session3290,S31317,2,e,300,SP2004,16,inst424
session3257,S32262,,o,200,SP2004,16,inst312
session3358,S31590,,W,300,SP2004,16,inst373
session3193,S32406,4,C,300,SP2004,17,inst143
session3238,S32379,4,k,300,SP2004,17,inst462
session3248,S32301,4,m,300,SP2004,17,inst490
session3147,S32202,4,O,100,SP2004,17,inst297
session3193,S31974,4,C,300,SP2004,17,inst143
session3193,S31836,4,C,300,SP2004,17,inst143
session3248,S31833,4,m,300,SP2004,17,inst490
session3193,S31722,4,C,300,SP2004,17,inst143
session3248,S31548,4,m,300,SP2004,17,inst490
session3239,S31278,4,k,300,SP2004,17,inst440
session3239,S32091,3.67,k,300,SP2004,17,inst440
session3193,S32088,3.67,C,300,SP2004,17,inst143
session3284,S31725,3.67,t,100,SP2004,17,inst536
session3238,S31590,3.67,k,300,SP2004,17,inst462
session3339,S31335,3.67,O,200,SP2004,17,inst297
session3340,S31335,3.67,O,200,SP2004,17,inst297
session3144,S31275,3.67,N,200,SP2004,17,inst133
session3255,S31194,3.67,o,200,SP2004,17,inst352
session3238,S32415,3,k,300,SP2004,17,inst462
session3144,S32115,3,N,200,SP2004,17,inst133
session3213,S31842,3,K,200,SP2004,17,inst239
session3284,S32502,3.33,t,100,SP2004,17,inst536
session3238,S32469,3.33,k,300,SP2004,17,inst462
session3147,S32106,3.33,O,100,SP2004,17,inst297
session3238,S31749,3.33,k,300,SP2004,17,inst462
session3144,S31368,3.33,N,200,SP2004,17,inst133
session3109,S31542,1.67,F,300,SP2004,17,inst182
session3248,S32154,2.33,m,300,SP2004,17,inst490
session3155,S31374,2.33,O,300,SP2004,17,inst163
session3266,S31512,,q,100,SP2004,17,inst360
session3263,S31461,4,p,400,SP2004,18,inst517
session3132,S32394,3.67,M,100,SP2004,18,inst257
session3180,S32136,3.67,W,300,SP2004,18,inst373
session3276,S31737,3.67,q,400,SP2004,18,inst360
session3180,S31677,3.67,W,300,SP2004,18,inst373
session3274,S31416,3.67,q,300,SP2004,18,inst358
session3276,S31467,3,q,400,SP2004,18,inst360
session3132,S31959,2.67,M,100,SP2004,18,inst257
session3185,S31569,3.33,X,200,SP2004,18,inst388
session3132,S32319,1.67,M,100,SP2004,18,inst257
session3360,S31569,2.33,Q,400,SP2004,18,inst322
session3270,S32061,,q,200,SP2004,18,inst527
session3185,S31575,,X,200,SP2004,18,inst388
session3336,S31959,4,i,300,SP2004,19,inst209
session3296,S31740,4,n,200,SP2004,19,inst500
session3347,S31491,4,Q,200,SP2004,19,inst322
session3296,S31248,4,n,200,SP2004,19,inst500
session3296,S32046,3.67,n,200,SP2004,19,inst500
session3251,S32016,3.67,W,300,SP2004,19,inst138
session3336,S31545,3.67,i,300,SP2004,19,inst209
session3150,S31293,3.67,O,100,SP2004,19,inst291
session3336,S31230,3.67,i,300,SP2004,19,inst209
session3278,S31920,2.67,q,400,SP2004,19,inst135
session3336,S31968,3.33,i,300,SP2004,19,inst209
session3150,S31926,3.33,O,100,SP2004,19,inst291
session3336,S31575,3.33,i,300,SP2004,19,inst209
session3251,S31236,3.33,W,300,SP2004,19,inst138
session3150,S31191,3.33,O,100,SP2004,19,inst291
session3287,S32283,4,e,100,SP2004,20,inst425
session3143,S32133,4,N,200,SP2004,20,inst277
session3156,S31407,4,O,300,SP2004,20,inst300
session3249,S32199,3.67,m,300,SP2004,20,inst476
session3103,S31998,3.67,D,200,SP2004,20,inst152
session3156,S31638,3.67,O,300,SP2004,20,inst300
session3311,S31590,3.67,e,100,SP2004,20,inst429
session3287,S31464,3.67,e,100,SP2004,20,inst425
session3249,S32178,3,m,300,SP2004,20,inst476
session3138,S31917,3,M,300,SP2004,20,inst258
session3138,S31782,3,M,300,SP2004,20,inst258
session3285,S31452,3,t,200,SP2004,20,inst134
session3311,S31317,3,e,100,SP2004,20,inst429
session3249,S32469,3.33,m,300,SP2004,20,inst476
session3285,S32385,3.33,t,200,SP2004,20,inst134
session3285,S32007,3.33,t,200,SP2004,20,inst134
session3103,S31893,3.33,D,200,SP2004,20,inst152
session3285,S31461,3.33,t,200,SP2004,20,inst134
session3156,S31365,3.33,O,300,SP2004,20,inst300
session3269,S32016,,q,200,SP2004,20,inst363
session3311,S31827,,e,100,SP2004,20,inst429
session3271,S31515,,q,300,SP2004,20,inst135
session3271,S31407,,q,300,SP2004,20,inst135
session3205,S32454,4,d,200,SP2004,21,inst415
session3205,S32340,4,d,200,SP2004,21,inst415
session3205,S31911,4,d,200,SP2004,21,inst415
session3205,S31611,4,d,200,SP2004,21,inst415
session3141,S31188,4,M,400,SP2004,21,inst258
session3257,S31908,3.67,O,200,SP2004,21,inst312
session3257,S31638,3.67,O,200,SP2004,21,inst312
session3205,S31608,3.67,d,200,SP2004,21,inst415
session3163,S31521,3.67,R,200,SP2004,21,inst333
session3257,S32295,,O,200,SP2004,21,inst312
session3189,S32271,3,b,100,SP2004,21,inst403
session3141,S31350,3,M,400,SP2004,21,inst258
session3141,S31662,2.67,M,400,SP2004,21,inst258
session3141,S32388,3.33,M,400,SP2004,21,inst258
session3163,S32148,3.33,R,200,SP2004,21,inst333
session3257,S32262,,O,200,SP2004,21,inst312
session3161,S31878,,Q,200,SP2004,21,inst326
session3189,S31671,,b,100,SP2004,21,inst403
session3293,S32325,4,n,300,SP2004,22,inst170
session3293,S31335,3.67,n,300,SP2004,22,inst170
session3293,S31824,,n,300,SP2004,22,inst170
session3094,S32355,4,C,200,SP2004,23,inst142
session3137,S32355,4,M,300,SP2004,23,inst257
session3349,S31764,4,n,100,SP2004,23,inst132
session3137,S31665,4,M,300,SP2004,23,inst257
session3237,S31554,4,k,200,SP2004,23,inst459
session3325,S31440,4,n,100,SP2004,23,inst498
session3325,S32478,3.67,n,100,SP2004,23,inst498
session3137,S32433,3.67,M,300,SP2004,23,inst257
session3197,S32301,3.67,d,100,SP2004,23,inst409
session3237,S32211,3.67,k,200,SP2004,23,inst459
session3231,S31773,3.67,k,100,SP2004,23,inst459
session3349,S31743,3.67,n,100,SP2004,23,inst132
session3231,S31233,3.67,k,100,SP2004,23,inst459
session3210,S31320,,d,400,SP2004,23,inst413
session3094,S32109,3,C,200,SP2004,23,inst142
session3349,S31644,3,n,100,SP2004,23,inst132
session3094,S31299,3,C,200,SP2004,23,inst142
session3094,S32082,2.67,C,200,SP2004,23,inst142
session3137,S32178,2,M,300,SP2004,23,inst257
session3137,S31902,2,M,300,SP2004,23,inst257
session3094,S31920,0,C,200,SP2004,23,inst142
session3210,S31317,,d,400,SP2004,23,inst413
session3119,S32403,4,G,300,SP2004,24,inst198
session3215,S32289,4,K,300,SP2004,24,inst239
session3119,S32232,4,G,300,SP2004,24,inst198
session3215,S32061,4,K,300,SP2004,24,inst239
session3215,S32031,4,K,300,SP2004,24,inst239
session3307,S31989,4,k,200,SP2004,24,inst467
session3119,S31872,4,G,300,SP2004,24,inst198
session3235,S31383,4,k,100,SP2004,24,inst440
session3119,S31359,4,G,300,SP2004,24,inst198
session3119,S32367,3.67,G,300,SP2004,24,inst198
session3119,S32256,3.67,G,300,SP2004,24,inst198
session3235,S31731,3.67,k,100,SP2004,24,inst440
session3214,S31614,3.67,K,200,SP2004,24,inst238
session3119,S31602,3.67,G,300,SP2004,24,inst198
session3233,S31515,3.67,k,100,SP2004,24,inst462
session3119,S31440,3.67,G,300,SP2004,24,inst198
session3119,S31974,3,G,300,SP2004,24,inst198
session3119,S31914,3,G,300,SP2004,24,inst198
session3214,S31776,3,K,200,SP2004,24,inst238
session3119,S32427,2.67,G,300,SP2004,24,inst198
session3119,S32190,2.67,G,300,SP2004,24,inst198
session3119,S31848,2.67,G,300,SP2004,24,inst198
session3214,S31842,2.67,K,200,SP2004,24,inst238
session3119,S31614,2.67,G,300,SP2004,24,inst198
session3307,S32409,3.33,k,200,SP2004,24,inst467
session3233,S32328,3.33,k,100,SP2004,24,inst462
session3307,S32022,3.33,k,200,SP2004,24,inst467
session3235,S32007,3.33,k,100,SP2004,24,inst440
session3235,S31782,3.33,k,100,SP2004,24,inst440
session3307,S31731,3.33,k,200,SP2004,24,inst467
session3119,S32376,2.33,G,300,SP2004,24,inst198
session3326,S32508,4,n,100,SP2004,25,inst498
session3217,S31959,4,i,100,SP2004,25,inst423
session3326,S31896,4,n,100,SP2004,25,inst498
session3306,S31806,4,k,200,SP2004,25,inst470
session3140,S31785,4,M,400,SP2004,25,inst266
session3225,S31599,4,j,200,SP2004,25,inst453
session3304,S31332,4,W,100,SP2004,25,inst377
session3326,S32346,3.67,n,100,SP2004,25,inst498
session3304,S32004,3.67,W,100,SP2004,25,inst377
session3326,S31545,3.67,n,100,SP2004,25,inst498
session3304,S31452,3.67,W,100,SP2004,25,inst377
session3306,S32328,3,k,200,SP2004,25,inst470
session3140,S31896,3,M,400,SP2004,25,inst266
session3140,S31917,2.67,M,400,SP2004,25,inst266
session3326,S31242,2.67,n,100,SP2004,25,inst498
session3326,S32352,3.33,n,100,SP2004,25,inst498
session3304,S32082,3.33,W,100,SP2004,25,inst377
session3140,S31845,3.33,M,400,SP2004,25,inst266
session3217,S31443,2,i,100,SP2004,25,inst423
session3217,S32376,1.33,i,100,SP2004,25,inst423
session3166,S32508,4,R,200,SP2004,26,inst318
session3305,S32241,4,k,200,SP2004,26,inst465
session3179,S31677,4,W,300,SP2004,26,inst211
session3166,S31659,2.67,R,200,SP2004,26,inst318
session3305,S32415,3.33,k,200,SP2004,26,inst465
session3305,S31731,3.33,k,200,SP2004,26,inst465
session3179,S32034,2.33,W,300,SP2004,26,inst211
session3166,S31287,2.33,R,200,SP2004,26,inst318
session3201,S31815,3.67,d,100,SP2004,27,inst413
session3204,S32037,3,d,200,SP2004,27,inst409
session3118,S32427,4,G,300,SP2004,28,inst202
session3118,S32403,4,G,300,SP2004,28,inst202
session3118,S32256,4,G,300,SP2004,28,inst202
session3167,S32046,4,R,200,SP2004,28,inst330
session3118,S32037,4,G,300,SP2004,28,inst202
session3118,S31872,4,G,300,SP2004,28,inst202
session3118,S31848,4,G,300,SP2004,28,inst202
session3118,S31689,4,G,300,SP2004,28,inst202
session3118,S31656,4,G,300,SP2004,28,inst202
session3118,S31602,4,G,300,SP2004,28,inst202
session3118,S31359,4,G,300,SP2004,28,inst202
session3167,S31887,3,R,200,SP2004,28,inst330
session3332,S32382,4,M,400,SP2004,29,inst261
session3332,S32163,4,M,400,SP2004,29,inst261
session3332,S32241,3.67,M,400,SP2004,29,inst261
session3226,S32100,3.67,j,200,SP2004,29,inst241
session3226,S31872,3.67,j,200,SP2004,29,inst241
session3206,S31791,3.67,d,300,SP2004,29,inst243
session3332,S31479,3.67,M,400,SP2004,29,inst261
session3332,S32451,3,M,400,SP2004,29,inst261
session3206,S32127,3,d,300,SP2004,29,inst243
session3226,S31740,3.33,j,200,SP2004,29,inst241
session3226,S31368,3.33,j,200,SP2004,29,inst241
session3332,S32091,2.33,M,400,SP2004,29,inst261
session3206,S31692,2.33,d,300,SP2004,29,inst243
session3113,S31713,,F,400,SP2004,29,inst180
session3113,S31356,,F,400,SP2004,29,inst180
session3286,S31266,4,e,100,SP2004,30,inst254
session3129,S31977,3.67,J,300,SP2004,30,inst137
session3129,S32433,3,J,300,SP2004,30,inst137
session3129,S31719,3.33,J,300,SP2004,30,inst137
session3242,S31797,2,m,200,SP2004,30,inst476
session3286,S31587,2,e,100,SP2004,30,inst254
session3104,S31968,4,E,100,SP2004,31,inst170
session3139,S31212,4,M,300,SP2004,31,inst266
session3139,S32478,3.67,M,300,SP2004,31,inst266
session3139,S32475,3.67,M,300,SP2004,31,inst266
session3139,S32472,3.67,M,300,SP2004,31,inst266
session3139,S31188,3.67,M,300,SP2004,31,inst266
session3139,S32307,2.67,M,300,SP2004,31,inst266
session3139,S31332,2.67,M,300,SP2004,31,inst266
session3139,S32211,3.33,M,300,SP2004,31,inst266
session3139,S31959,3.33,M,300,SP2004,31,inst266
session3139,S31479,3.33,M,300,SP2004,31,inst266
session3139,S31662,2,M,300,SP2004,31,inst266
session3139,S31902,1.67,M,300,SP2004,31,inst266
session3105,S31380,,F,100,SP2004,31,inst178
session3352,S32370,4,I,300,SP2004,32,inst216
session3352,S32082,4,I,300,SP2004,32,inst216
session3355,S31437,4,D,600,SP2004,32,inst150
session3355,S31206,4,D,600,SP2004,32,inst150
session3352,S31854,3.67,I,300,SP2004,32,inst216
session3352,S31848,3.67,I,300,SP2004,32,inst216
session3124,S31692,3.67,H,100,SP2004,32,inst205
session3312,S32511,2.33,M,300,SP2004,32,inst269
session3312,S31233,2.33,M,300,SP2004,32,inst269
session3350,S32052,4,R,200,SP2004,33,inst331
session3350,S32409,3.67,R,200,SP2004,33,inst331
session3350,S31425,3.67,R,200,SP2004,33,inst331
session3350,S31599,,R,200,SP2004,33,inst331
session3203,S31971,4,d,200,SP2004,35,inst408
session3203,S32010,,d,200,SP2004,35,inst408
session3165,S32367,4,R,200,SP2004,36,inst334
session3240,S31947,4,m,100,SP2004,36,inst406
session3240,S31218,4,m,100,SP2004,36,inst406
session3165,S32022,2.67,R,200,SP2004,36,inst334
session3165,S31209,3.33,R,200,SP2004,36,inst334
session3165,S32475,,R,200,SP2004,36,inst334
session3202,S31806,3.67,d,100,SP2004,38,inst418
session3202,S31266,3.67,d,100,SP2004,38,inst418
session3202,S32433,3,d,100,SP2004,38,inst418
session3202,S32265,3,d,100,SP2004,38,inst418
session3202,S32295,3.33,d,100,SP2004,38,inst418
session3202,S31563,3.33,d,100,SP2004,38,inst418
session3117,S31620,3.67,G,200,SP2004,39,inst202
session3117,S31947,3.33,G,200,SP2004,39,inst202
session3107,S32286,4,F,100,SP2004,44,inst185
session3107,S31914,3.67,F,100,SP2004,44,inst185
session3107,S31494,3.67,F,100,SP2004,44,inst185
session3115,S31524,3,G,100,SP2004,44,inst197
session3108,S32400,2.33,F,200,SP2004,45,inst176
session3172,S32061,3.67,S,100,SP2004,51,inst338
session3172,S32043,3,S,100,SP2004,51,inst338
session3172,S31824,3.33,S,100,SP2004,51,inst338
session3172,S32436,,S,100,SP2004,51,inst338
session3172,S31350,,S,100,SP2004,51,inst338
session3224,S32109,,j,100,SP2004,53,inst447
session3224,S31281,,j,100,SP2004,53,inst447
session3093,S31890,4,C,100,SP2004,56,inst143
session3093,S31440,3.67,C,100,SP2004,56,inst143
session3093,S31263,3,C,100,SP2004,56,inst143
session3093,S32082,2,C,100,SP2004,56,inst143
session3093,S32298,2.33,C,100,SP2004,56,inst143
session3093,S31581,2.33,C,100,SP2004,56,inst143
session3093,S31866,,C,100,SP2004,56,inst143
session3099,S32436,4,D,100,SP2004,60,inst150
session3099,S31491,4,D,100,SP2004,60,inst150
session3099,S31476,4,D,100,SP2004,60,inst150
session3099,S31455,4,D,100,SP2004,60,inst150
session3099,S31665,3,D,100,SP2004,60,inst150
session3241,S32124,4,m,100,SP2004,63,inst436
session3241,S31665,4,m,100,SP2004,63,inst436
session3241,S31902,3,m,100,SP2004,63,inst436
session3223,S31569,2.33,j,100,SP2004,64,inst447
session3223,S32097,,j,100,SP2004,64,inst447
session3222,S32175,4,j,100,SP2004,68,inst447
session3578,S32451,4,M,300,SP2005,10,inst257
session3744,S32430,4,V,400,SP2005,10,inst362
session3592,S32166,4,O,200,SP2005,10,inst288
session3744,S32160,4,V,400,SP2005,10,inst362
session3744,S32040,4,V,400,SP2005,10,inst362
session3565,S32025,4,D,400,SP2005,10,inst161
session3826,S32004,4,k,300,SP2005,10,inst465
session3744,S32001,4,V,400,SP2005,10,inst362
session3565,S31998,4,D,400,SP2005,10,inst161
session3692,S31929,4,i,300,SP2005,10,inst400
session3744,S31458,4,V,400,SP2005,10,inst362
session3607,S31428,4,W,300,SP2005,10,inst370
session3730,S31395,4,t,400,SP2005,10,inst311
session3607,S31233,4,W,300,SP2005,10,inst370
session3648,S32337,3.67,j,400,SP2005,10,inst448
session3744,S32142,3.67,V,400,SP2005,10,inst362
session3730,S32064,3.67,t,400,SP2005,10,inst311
session3592,S31980,3.67,O,200,SP2005,10,inst288
session3570,S31851,3.67,H,200,SP2005,10,inst153
session3704,S31830,3.67,m,200,SP2005,10,inst483
session3565,S31779,3.67,D,400,SP2005,10,inst161
session3730,S31704,3.67,t,400,SP2005,10,inst311
session3565,S31623,3.67,D,400,SP2005,10,inst161
session3592,S31569,3.67,O,200,SP2005,10,inst288
session3570,S31500,3.67,H,200,SP2005,10,inst153
session3755,S32103,,B,100,SP2005,10,inst130
session3602,S31446,,T,200,SP2005,10,inst344
session3561,S32223,3,D,200,SP2005,10,inst161
session3743,S31662,3,V,300,SP2005,10,inst367
session3712,S31521,3,o,100,SP2005,10,inst390
session3607,S32349,3.33,W,300,SP2005,10,inst370
session3648,S32271,3.33,j,400,SP2005,10,inst448
session3730,S32130,3.33,t,400,SP2005,10,inst311
session3648,S31791,3.33,j,400,SP2005,10,inst448
session3826,S31773,3.33,k,300,SP2005,10,inst465
session3730,S31338,3.33,t,400,SP2005,10,inst311
session3603,S32445,,T,300,SP2005,10,inst346
session3607,S31602,,W,300,SP2005,10,inst370
session3561,S31584,,D,200,SP2005,10,inst161
session3743,S31419,,V,300,SP2005,10,inst367
session3564,S32490,4,D,300,SP2005,11,inst157
session3776,S32469,4,e,100,SP2005,11,inst431
session3770,S32298,4,e,100,SP2005,11,inst425
session3821,S32118,4,B,300,SP2005,11,inst138
session3564,S32115,4,D,300,SP2005,11,inst157
session3614,S32046,4,F,300,SP2005,11,inst193
session3614,S31974,4,F,300,SP2005,11,inst193
session3650,S31947,4,j,400,SP2005,11,inst453
session3614,S31944,4,F,300,SP2005,11,inst193
session3564,S31779,4,D,300,SP2005,11,inst157
session3711,S31575,4,n,400,SP2005,11,inst170
session3604,S31446,4,i,300,SP2005,11,inst344
session3776,S31275,4,e,100,SP2005,11,inst431
session3650,S32436,3.67,j,400,SP2005,11,inst453
session3614,S32376,3.67,F,300,SP2005,11,inst193
session3604,S32358,3.67,i,300,SP2005,11,inst344
session3745,S32184,3.67,V,400,SP2005,11,inst360
session3711,S32115,3.67,n,400,SP2005,11,inst170
session3821,S32073,3.67,B,300,SP2005,11,inst138
session3821,S32034,3.67,B,300,SP2005,11,inst138
session3657,S31965,3.67,s,300,SP2005,11,inst532
session3821,S31860,3.67,B,300,SP2005,11,inst138
session3711,S31803,3.67,n,400,SP2005,11,inst170
session3821,S31641,3.67,B,300,SP2005,11,inst138
session3682,S31545,3.67,i,200,SP2005,11,inst400
session3598,S31446,3.67,O,300,SP2005,11,inst316
session3614,S31392,3.67,F,300,SP2005,11,inst193
session3657,S31362,3.67,s,300,SP2005,11,inst532
session3711,S31335,3.67,n,400,SP2005,11,inst170
session3711,S31302,3.67,n,400,SP2005,11,inst170
session3657,S31197,3.67,s,300,SP2005,11,inst532
session3555,S31794,,C,200,SP2005,11,inst144
session3821,S32208,3,B,300,SP2005,11,inst138
session3821,S31962,3,B,300,SP2005,11,inst138
session3821,S31452,3,B,300,SP2005,11,inst138
session3604,S31443,2.67,i,300,SP2005,11,inst344
session3821,S31284,2.67,B,300,SP2005,11,inst138
session3767,S31209,2.67,X,200,SP2005,11,inst315
session3809,S31200,2.67,m,300,SP2005,11,inst480
session3821,S32106,3.33,B,300,SP2005,11,inst138
session3821,S31869,3.33,B,300,SP2005,11,inst138
session3682,S31803,3.33,i,200,SP2005,11,inst400
session3776,S31797,3.33,e,100,SP2005,11,inst431
session3595,S31713,3.33,O,300,SP2005,11,inst313
session3555,S31662,3.33,C,200,SP2005,11,inst144
session3595,S31629,3.33,O,300,SP2005,11,inst313
session3657,S31581,3.33,s,300,SP2005,11,inst532
session3821,S31569,3.33,B,300,SP2005,11,inst138
session3821,S31569,3.33,B,300,SP2005,11,inst138
session3711,S31398,3.33,n,400,SP2005,11,inst170
session3711,S31392,3.33,n,400,SP2005,11,inst170
session3821,S31920,2,B,300,SP2005,11,inst138
session3824,S32112,2.33,i,300,SP2005,11,inst445
session3773,S32337,4,j,400,SP2005,12,inst453
session3613,S32256,4,F,300,SP2005,12,inst192
session3649,S32055,4,j,400,SP2005,12,inst454
session3795,S31926,4,n,200,SP2005,12,inst132
session3832,S31854,4,V,600,SP2005,12,inst135
session3795,S31824,4,n,200,SP2005,12,inst132
session3620,S31293,4,Q,100,SP2005,12,inst325
session3773,S31251,4,j,400,SP2005,12,inst453
session3795,S32331,3.67,n,200,SP2005,12,inst132
session3795,S32115,3,n,200,SP2005,12,inst132
session3649,S31251,3,j,400,SP2005,12,inst454
session3613,S32334,3.33,F,300,SP2005,12,inst192
session3560,S32331,3.33,D,200,SP2005,12,inst159
session3649,S32067,3.33,j,400,SP2005,12,inst454
session3823,S32466,,j,400,SP2005,12,inst241
session3823,S32349,,j,400,SP2005,12,inst241
session3823,S31791,,j,400,SP2005,12,inst241
session3613,S31689,,F,300,SP2005,12,inst192
session3823,S31251,,j,400,SP2005,12,inst241
session3707,S32352,4,m,400,SP2005,13,inst490
session3707,S31923,4,m,400,SP2005,13,inst490
session3825,S31890,4,m,200,SP2005,13,inst480
session3707,S31770,4,m,400,SP2005,13,inst490
session3698,S31557,4,m,100,SP2005,13,inst483
session3707,S31548,4,m,400,SP2005,13,inst490
session3707,S31518,4,m,400,SP2005,13,inst490
session3816,S31335,4,O,200,SP2005,13,inst292
session3816,S31299,4,O,200,SP2005,13,inst292
session3709,S32451,3.67,n,100,SP2005,13,inst132
session3816,S32448,3.67,O,200,SP2005,13,inst292
session3816,S32259,3.67,O,200,SP2005,13,inst292
session3693,S32160,3.67,k,300,SP2005,13,inst399
session3816,S32145,3.67,O,200,SP2005,13,inst292
session3596,S32094,3.67,X,300,SP2005,13,inst315
session3693,S31860,3.67,k,300,SP2005,13,inst399
session3816,S31653,3.67,O,200,SP2005,13,inst292
session3707,S31620,3.67,m,400,SP2005,13,inst490
session3742,S31407,3.67,V,300,SP2005,13,inst135
session3596,S31401,3.67,X,300,SP2005,13,inst315
session3746,S31323,3.67,V,400,SP2005,13,inst358
session3709,S31545,,n,100,SP2005,13,inst132
session3693,S32247,3,k,300,SP2005,13,inst399
session3596,S31788,3,X,300,SP2005,13,inst315
session3596,S31515,3,X,300,SP2005,13,inst315
session3671,S31401,3,X,400,SP2005,13,inst386
session3596,S31323,3,X,300,SP2005,13,inst315
session3636,S32091,2.67,d,200,SP2005,13,inst420
session3596,S31737,2.67,X,300,SP2005,13,inst315
session3742,S32007,3.33,V,300,SP2005,13,inst135
session3816,S31977,3.33,O,200,SP2005,13,inst292
session3671,S31812,3.33,X,400,SP2005,13,inst386
session3596,S31434,3.33,X,300,SP2005,13,inst315
session3671,S31410,3.33,X,400,SP2005,13,inst386
session3742,S31419,0,V,300,SP2005,13,inst135
session3709,S32304,,n,100,SP2005,13,inst132
session3825,S32181,,m,200,SP2005,13,inst480
session3731,S31608,,p,100,SP2005,13,inst514
session3709,S31290,,n,100,SP2005,13,inst132
session3585,S32403,4,N,200,SP2005,14,inst276
session3656,S32310,4,s,200,SP2005,14,inst245
session3777,S32247,4,V,300,SP2005,14,inst362
session3729,S31362,4,t,200,SP2005,14,inst134
session3656,S31299,4,s,200,SP2005,14,inst245
session3808,S31272,4,m,200,SP2005,14,inst485
session3722,S32325,3.67,b,200,SP2005,14,inst402
session3673,S32208,3.67,W,200,SP2005,14,inst369
session3756,S32142,3.67,B,100,SP2005,14,inst130
session3747,S31893,3.67,V,400,SP2005,14,inst135
session3612,S31839,3.67,F,300,SP2005,14,inst182
session3599,S31773,3.67,O,300,SP2005,14,inst316
session3729,S31686,3.67,t,200,SP2005,14,inst134
session3688,S31629,3.67,k,200,SP2005,14,inst440
session3653,S31560,3.67,s,100,SP2005,14,inst249
session3827,S31551,3.67,S,200,SP2005,14,inst317
session3599,S31422,3.67,O,300,SP2005,14,inst316
session3747,S32475,3,V,400,SP2005,14,inst135
session3747,S32097,3,V,400,SP2005,14,inst135
session3747,S32034,3.33,V,400,SP2005,14,inst135
session3653,S31680,3.33,s,100,SP2005,14,inst249
session3713,S31593,3.33,o,200,SP2005,14,inst352
session3722,S31587,1.67,b,200,SP2005,14,inst402
session3587,S32244,,N,300,SP2005,14,inst275
session3827,S32094,,S,200,SP2005,14,inst317
session3612,S31836,,F,300,SP2005,14,inst182
session3562,S31710,,D,200,SP2005,14,inst162
session3587,S31650,,N,300,SP2005,14,inst275
session3587,S31473,,N,300,SP2005,14,inst275
session3587,S31428,,N,300,SP2005,14,inst275
session3819,S31632,4,O,400,SP2005,15,inst310
session3706,S31518,4,m,300,SP2005,15,inst495
session3706,S32442,3.67,m,300,SP2005,15,inst495
session3818,S32412,3.67,O,300,SP2005,15,inst303
session3706,S31797,3.67,m,300,SP2005,15,inst495
session3817,S31653,3.67,O,300,SP2005,15,inst302
session3817,S31335,3.67,O,300,SP2005,15,inst302
session3741,S32094,,V,200,SP2005,15,inst364
