Name,ID,DaysSurvived,Status,Type,Price,AvgRate,NumRate,Category,Size,NumLang,AgeRate,SysRequirements
Goat Simulator Coffee Stain Studios 868692227,868692227,362,1,paid,4.99,4.5,22925,Games,155.5779638,1,09+,med
Star Wars_: Galactic Defense DeNA Corp. 913289247,913289247,4,1,free,0,4,5889,Games,155.3507185,5,09+,med
Rambo - The Mobile Game Creative Distribution Ltd 994920415,994920415,4,1,paid,3.99,3,26,Games,153.991786,1,17+,high
Last Voyage Semidome Inc. 909195466,909195466,8,1,paid,1.99,4,644,Games,153.8756857,1,04+,med
Pixelmon Hunter - Fighting at block style arena with skins exporter for minecraft Anton Kulich 948219330,948219330,2,1,paid,0,4,1057,Games,153.8502779,1,09+,med
Polamatic by Polaroid Dana Shakiba 514596710,514596710,8,1,paid,0.99,3.5,498,Photo & Video,152.476655,8,04+,med
Lara Croft: Relic Run SQUARE ENIX INC 960251959,960251959,7,1,free,0,3.5,1644,Games,149.9438019,1,09+,med
Tactile Wars Ankama 892320294,892320294,1,1,free,0,3,5004,Games,148.0583315,1,09+,med
Abigailês Bingo Adventure Everthrill 899107784,899107784,1,1,paid,0.99,4,5,Games,147.7954998,1,12+,low
Construction Simulator 2014 astragon Software GmbH 651978174,651978174,79,1,paid,0.99,4,1919,Games,147.5335932,18,04+,med
Worms3 Team17 Software Ltd 596677177,596677177,74,1,paid,4.99,4,3956,Games,146.7807169,8,09+,low
Worms3 Team17 Software Ltd 596677177,596677177,8,1,free,0,4,3957,Games,146.7807169,8,09+,low
Adventures of Pip Tic Toc Games 785803965,785803965,2,1,paid,14.99,4,76,Games,145.9223032,1,12+,med
Goat Simulator GoatZ Coffee Stain Studios 968999008,968999008,262,1,paid,4.99,3.5,1909,Games,145.7179928,1,12+,med
PAC-MAN Championship Edition DX BANDAI NAMCO Entertainment America Inc. 997446291,997446291,7,1,paid,4.99,4.5,284,Games,145.442708,10,09+,med
The Trace: Murder Mystery Game - Analyze evidence and solve the criminal case Relentless Software 933236570,933236570,8,1,paid,3.99,4,1954,Games,144.3609066,1,12+,med
Worms_ 4 Team17 Software Ltd 981535263,981535263,4,1,paid,4.99,3.5,97,Games,142.9133816,8,09+,high
Alliance Wars: World Domination Mindstorm Studios 1023683909,1023683909,1,1,free,0,5,114,Games,142.754118,1,12+,med
"Star Walk _ 2 - Guide to the Night Sky to Watch Stars, Planets, Meteor Showers & Constellations Vito Technology Inc. 892279069",892279069,94,1,paid,0.99,4.5,2732,other,142.2965612,12,04+,med
"Star Walk _ 2 - Guide to the Night Sky to Watch Stars, Planets, Meteor Showers & Constellations Vito Technology Inc. 892279069",892279069,7,1,free,0,4.5,2727,other,142.2965612,12,04+,med
Mission: Impossible - Rogue Nation Glu Games Inc 974110790,974110790,7,1,free,0,4.5,1424,Games,141.3160915,13,17+,med
App Camp Quiz Compendium App Camp For Girls 942207154,942207154,5,1,paid,0.99,5,54,Entertainment,141.03337,1,04+,high
Storage: Auction Legends - Startup Everthrill 899636327,899636327,29,1,free,0,2.5,1042,Games,140.5802832,1,12+,low
My PlayHome School PlayHome Software Ltd 922188121,922188121,4,1,paid,2.99,4.5,813,Entertainment,140.3996868,18,04+,low
Horse Haven World Adventures Ubisoft 704506972,704506972,2,1,free,0,4.5,3100,Games,136.0938768,10,04+,med
Oxford Dictionary of English plus Audio Mobile Systems 665056146,665056146,1,1,paid,19.99,2.5,41,other,135.2765331,2,04+,med
Dirt Trackin Tim Bennett 940202798,940202798,95,1,paid,2.99,4.5,603,Games,134.4483051,1,04+,med
Star Wars Disney 960108075,960108075,8,1,free,0,4.5,632,Entertainment,133.7257414,1,09+,med
Peggle Blast Electronic Arts 853834250,853834250,18,1,free,0,4,10338,Games,133.6307783,6,09+,med
Oddwings Escape Small Giant Games 925646545,925646545,6,1,free,0,4.5,411,Games,133.4631424,15,09+,med
Back to Bed Bedtime Digital Games 887878083,887878083,6,1,free,0,3,1108,Games,133.0735512,1,09+,med
DEVICE 6 Simogo AB 680366065,680366065,1,1,paid,3.99,4.5,1686,Games,131.0238667,1,12+,low
Kitty Powers' Matchmaker Magic Notion 893194736,893194736,307,1,paid,2.99,4.5,1119,Games,130.9545803,1,12+,med
Mickey Mouse Clubhouse: Mickey's Wildlife Count Along Disney 567289775,567289775,141,1,paid,2.99,3.5,714,Entertainment,130.1483231,1,04+,med
Wheel of Fortune Sony Pictures Television 568556189,568556189,17,1,paid,2.99,4,6969,Games,129.605773,1,04+,med
Type: Custom Keyboard Creator + Color Keyboards for iOS 8 with Themes NuVex LLC 918809177,918809177,3,1,paid,0.99,2.5,50,Utilities,128.19944,1,04+,high
SAS: Zombie Assault 4 Ninja Kiwi 899159669,899159669,5,1,free,0,4.5,3120,Games,128.0895891,1,12+,med
TRANSFORMERS: Battle Tactics DeNA Corp. 945233401,945233401,5,1,free,0,4.5,2943,Games,127.5973501,1,12+,med
Nick Sports Nickelodeon 995385574,995385574,9,1,paid,1.99,4,23,Games,126.6965923,1,04+,med
TouchFish_ TouchFactor 680013428,680013428,5,1,free,0,3.5,922,Games,126.234786,10,04+,med
Ironkill: Robots Boxing & Fighting Games - Real Contest of Mech Fighters & Robot Wrestling Champions Play Motion 895685607,895685607,2,1,free,0,4.5,807,Games,126.1473522,1,12+,med
OhKeys - Customize your keyboard xi he 937236311,937236311,296,1,paid,1.99,2.5,165,Utilities,125.0681238,1,09+,high
Soul Hunters Lilith Games 982119760,982119760,3,1,free,0,4.5,3903,Games,124.6979589,1,09+,med
Doodle God_ JoyBits Ltd. 376374689,376374689,6,1,paid,0.99,4.5,35468,Games,124.5090466,13,12+,med
Mini Motor Racing WRT The Binary Mill 938559570,938559570,4,1,free,0,4,424,Games,123.5281458,8,04+,med
Dora and Friends Nickelodeon 897574452,897574452,8,1,paid,1.99,3,9,other,121.8818989,1,04+,med
Find_the_Line Chillingo Ltd 1001177846,1001177846,8,1,paid,2.99,4.5,115,Games,121.4720573,1,04+,med
The Silent Age House on Fire 580991034,580991034,7,1,free,0,4.5,15563,Games,120.1012087,1,12+,med
Hungry Shark Evolution Future Games of London 535500008,535500008,6,1,free,0,4.5,54880,Games,118.9551373,19,12+,med
"Pinnacle Studio for iPhone - video editing: professional, fast and easy Corel Inc. 827186281",827186281,2,1,paid,7.99,3.5,96,Photo & Video,118.8205032,11,04+,high
Myidol - 3D Avatar Creator Huanshi Ltd. 867964769,867964769,1,1,free,0,4,2327,Entertainment,118.5855198,2,12+,med
Delicious - Emily's New Beginning GameHouse 912843371,912843371,1,1,free,0,3.5,306,Games,118.5761166,8,04+,med
Doc McStuffins: Mobile Clinic Rescue Disney 920160643,920160643,8,1,paid,4.99,2.5,48,Games,116.5069809,6,04+,med
Fatal Fight Toghrul Samadov 977937979,977937979,1,1,free,0,4.5,292,Games,116.1419439,1,12+,med
Marvel Mighty Heroes DeNA Corp. 971517904,971517904,2,1,free,0,4,1578,Games,115.9230328,1,12+,med
Skullduggery! ClutchPlay Games 840469989,840469989,7,1,paid,2.99,4.5,346,Games,115.8924866,1,09+,med
Dig a Way Digi Ten 929120156,929120156,6,1,free,0,4,564,Games,115.7681847,1,09+,med
Meek Mill Presents Bike Life Chris Mcmillian 988315912,988315912,12,1,free,0,4,924,Games,115.0696659,1,04+,low
Haunt the House: Terrortown SFB Games 930868205,930868205,9,1,paid,1.99,4,570,Games,114.8675747,1,09+,med
Waldo & Friends Ludia 537739095,537739095,8,1,free,0,4,8966,Games,114.5569496,6,04+,med
Xenowerk Pixelbite 969447496,969447496,9,1,paid,1.99,4.5,548,Games,112.9787703,10,12+,med
Cheating Tom 2 Crazy Labs 958574032,958574032,1,1,free,0,5,2766,Games,112.7650309,1,04+,med
G.I. Joe Strike Backflip Studios 969642034,969642034,1,1,free,0,4.5,537,Games,112.3268127,1,12+,med
Little Charmers: Sparkle Up! Nelvana Digital 1001243093,1001243093,4,1,free,0,3.5,46,Games,111.712203,1,04+,med
Disney Shout! Disney 977218362,977218362,6,1,paid,0.99,4,29,Entertainment,110.8878269,1,04+,med
Toy Army Daniel Floyd 1014897094,1014897094,2,1,free,0,3.5,156,Games,110.3071003,1,12+,low
Smash Champs Kiloo 878085263,878085263,6,1,free,0,4,620,Games,110.2074471,1,09+,med
Tap Titans Game Hive Corp. 940596201,940596201,4,1,free,0,4.5,68912,Games,110.0523329,18,04+,low
"SimplePlanes Jundroo, LLC 823869162",823869162,7,1,paid,4.99,4.5,933,Games,109.6493349,1,04+,med
Hero Emblems CHUN LUNG KUO 645797558,645797558,1,1,paid,3.99,4,294,Games,108.9561863,4,12+,med
Duck Dynasty•: Battle of the Beards A&E Television Networks Mobile 723879768,723879768,8,1,paid,0,4.5,5990,Games,108.1900473,1,12+,med
Lords & Knights - Medieval Strategy MMO XYRALITY GmbH 421864154,421864154,1,1,free,0,4.5,4933,Games,108.1332684,25,04+,med
MyScript Stack - Handwriting Keyboard MyScript 914007100,914007100,2,1,free,0,3.5,327,Utilities,108.0972786,11,04+,high
Geek Watch - Retro Calculator Watch Awesome Geekness LLC 985804550,985804550,5,1,paid,0.99,3,24,Entertainment,107.8620167,1,04+,high
"Splendor_ Days Of Wonder, Inc. 971215921",971215921,1,1,paid,6.99,4,123,Games,106.7087069,2,04+,med
Turbo Dismount_ Secret Exit Ltd. 881155044,881155044,12,1,free,0,4.5,17049,Games,105.9983845,1,12+,med
Crazy Taxi_ City Rush SEGA 794507331,794507331,6,1,free,0,4.5,19530,Games,105.4543695,9,04+,med
"GSN Grand Casino - Play Free Slots, Bingo, Video Poker and more! Game Show Network 891904928",891904928,318,1,free,0,4.5,2459,Games,104.2387495,1,12+,med
HOME: Boov Pop! Behaviour Interactive Inc. 901517123,901517123,2,1,free,0,4.5,8886,Games,103.0282993,7,04+,med
Build Battle : Mc Mini Game with Multiplayer ORGONITE DOO 1015849759,1015849759,15,1,paid,1.99,2,494,Games,101.8964043,1,04+,med
Knights of Pen & Paper 2 Paradox Interactive 901787752,901787752,6,1,paid,4.99,4,340,Games,101.8447275,1,12+,med
"Alpha Omega BorderLeap, LLC 748048441",748048441,7,1,paid,0.99,4.5,1894,Games,101.7292728,1,04+,med
SpongeBob: Sponge on the Run Nickelodeon 948805709,948805709,187,1,paid,3.99,4,375,Games,101.4259357,6,04+,med
YASmoji Jeffrey Peters 963908968,963908968,181,1,paid,0,3,3538,Utilities,101.3994884,1,17+,med
YASmoji Jeffrey Peters 963908968,963908968,226,1,free,0,3,3538,Utilities,101.3994884,1,17+,med
Cops N Robbers_ (Original) 3D - Mine Mini Block Survival & Worldwide Multiplayer Game with skins exporter for minecraft Block Cops N Robbers & Survival Craft Mine Mini Games Skin Texture Minecraft Pocket Pixel Gun Edition Shooter 848182446,848182446,121,1,paid,0.99,4.5,902,Games,101.004158,1,17+,low
Monster Dash Halfbrick Studios 370070561,370070561,10,1,free,0,4.5,35805,Games,100.459341,15,12+,med
Pulling USA Bowen Games LLC 937255144,937255144,83,1,paid,1.99,4,157,Games,99.86667728,1,04+,med
Languinis: Word Puzzle Challenge Tilting Point Spotlight 957031988,957031988,3,1,free,0,4.5,11403,Games,99.43426037,6,04+,med
Peak - Brain Training brainbow 806223188,806223188,6,1,free,0,4.5,11092,other,98.33183479,6,04+,med
LIMBO Playdead 656951157,656951157,63,1,paid,4.99,4.5,12567,Games,98.25335503,13,12+,med
The Sims 3 World Adventures Electronic Arts 345445479,345445479,30,1,paid,2.99,3.5,9612,Games,98.01523018,6,12+,low
Sky Guide: View Stars Night or Day Fifth Star Labs LLC 576588894,576588894,87,1,paid,2.99,5,13230,other,97.46801567,11,04+,high
Max Axe - Epic Adventure! Crazy Labs 598049812,598049812,2,1,free,0,5,34266,Games,97.15948486,1,09+,med
Roll Like a Boss Twistory Studios 961743796,961743796,1,1,paid,0.99,4.5,39,Games,96.69440746,1,17+,low
Best Fiends Seriously 868013618,868013618,40,1,free,0,4.5,13122,Games,94.96739388,12,04+,med
Seabeard Backflip Studios 913754563,913754563,5,1,free,0,4,4481,Games,94.87885284,1,04+,med
Hidden Objects: Mystery Crimes TeamLava 674105088,674105088,2,1,free,0,4.5,47247,Games,94.58688736,8,12+,low
"Dungeon Boss Big Fish Games, Inc 776132132",776132132,8,1,free,0,4.5,6444,Games,94.46784115,1,09+,med
Kim Kardashian: Hollywood Glu Games Inc 860822992,860822992,10,1,free,0,4.5,348521,Games,94.4135952,1,12+,med
"Little Farmers - Tractors, Harvesters & Farm Animals for Kids Fox and Sheep GmbH 1002345611",1002345611,2,1,paid,2.99,2.5,17,Entertainment,94.40877533,19,04+,med
Rocket Cars Illusion Labs 868759616,868759616,10,1,free,0,4,1133,Games,94.37174797,12,04+,med
Spacecom 11 bit studios s.a. 973036930,973036930,1,1,paid,3.99,3.5,59,Games,94.33008671,1,12+,med
"Baller Legends Battery Acid Games, Inc. 966394526",966394526,7,1,free,0,3.5,152,Games,94.3208046,1,04+,high
Angry Birds Transformers Rovio Entertainment Ltd 869231055,869231055,20,1,free,0,4.5,87242,Games,94.31138134,10,04+,med
"ElfYourself by Office Depot, Inc. Magic Mirror LLC 582486077",582486077,25,1,free,0,4,9684,Entertainment,94.16073418,10,04+,med
Super Monkey Ball Bounce SEGA 834555725,834555725,6,1,free,0,3.5,597,Games,94.09876633,1,04+,med
Buddyman: Halloween Kick 2 Crazylion Studios Limited 918131711,918131711,15,1,free,0,4,126,Games,94.00534916,1,12+,low
Looney Tunes Dash! Zynga Inc. 852801667,852801667,27,1,free,0,4.5,20719,Games,94.00527763,18,09+,med
The Survival Games 2 : Mini Game With Worldwide Multiplayer wang wei 937166097,937166097,4,1,paid,0.99,3.5,353,Games,93.99782658,1,12+,low
World Zombination Proletariat Inc. 680624697,680624697,7,1,free,0,4,4328,Games,93.97403431,8,12+,med
"Adobe Photoshop Mix: edit, cut and combine your photos with fun, creative tools Adobe 885271158",885271158,7,1,free,0,4,1149,Photo & Video,93.96027756,19,04+,med
My Talking Tom Outfit7 Limited 657500465,657500465,121,1,free,0,4.5,96546,Games,93.94418716,12,04+,med
FOTONICA Santa Ragione s.r.l. 871197819,871197819,4,1,paid,2.99,4.5,280,Games,93.94193459,10,04+,med
Daytona Rush Invictus 924428944,924428944,8,1,free,0,4.5,818,Games,93.94067192,1,04+,med
Earn to Die 2 Not Doppler 891194610,891194610,230,1,paid,1.99,4.5,1961,Games,93.92607498,12,12+,med
Toca Boo Toca Boca AB 919097064,919097064,12,1,paid,2.99,4,179,other,93.86659241,1,04+,low
Sonic Dash SEGA 582654048,582654048,31,1,free,0,4.5,390445,Games,93.86164665,7,04+,med
Bullet Boy Kongregate 899606169,899606169,2,1,free,0,4.5,777,Games,93.85348797,1,04+,med
Empires & Allies Zynga Inc. 898838405,898838405,249,1,free,0,4.5,16095,Games,93.76047421,14,12+,med
Enlight Lightricks Ltd. 930026670,930026670,349,1,paid,3.99,4.5,2273,Photo & Video,93.74881172,12,04+,high
The Walking Dead: Road to Survival Scopely 969316884,969316884,18,1,free,0,4.5,5295,Games,93.7094183,19,17+,med
"Zombie Highway 2 Auxbrain, Inc. 892092770",892092770,10,1,free,0,4.5,9789,Games,93.69128132,1,12+,med
Forest Home The Binary Mill 959810908,959810908,3,1,free,0,4.5,911,Games,93.64157391,1,04+,med
Zombie Catchers Two Men and a Dog 845918296,845918296,9,1,free,0,4.5,12289,Games,93.6234827,10,12+,med
"Apples to Apples_ Mattel, Inc. 922296403",922296403,3,1,free,0,2.5,1240,Games,93.45448399,1,12+,med
Card Crawl Arnold Rauers 950955524,950955524,8,1,paid,2.99,4.5,1036,Games,93.44828796,1,12+,high
Metamorphabet Vectorpark.com 858010121,858010121,3,1,paid,3.99,5,271,other,93.42157555,1,04+,med
King of Thieves ZeptoLab UK Limited 952715194,952715194,6,1,free,0,4.5,7182,Games,93.39273834,13,09+,med
Plunder Pirates Rovio Stars Ltd. 845129661,845129661,8,1,free,0,4.5,18728,Games,93.36003971,11,12+,med
Strawberry Shortcake Berry Beauty Salon: Be My Valentine! CUPCAKE DIGITAL INC 868105509,868105509,3,1,paid,2.99,4,86,Entertainment,93.34044552,1,04+,low
Frontier Heroes _ A Planet H game from HISTORY A&E Television Networks Mobile 893673936,893673936,3,1,free,0,4,201,Games,93.32892513,16,04+,med
SimCity BuildIt Electronic Arts 913292932,913292932,132,1,free,0,4.5,100998,Games,93.27749443,13,04+,med
Rival Stars Basketball Prodigy Design Limited T/A Sidhe Interactive 909480609,909480609,6,1,free,0,4.5,2411,Games,93.2751112,16,04+,med
Mickey Mouse Clubhouse Color & Play Disney 652251139,652251139,5,1,paid,1.99,3,56,Entertainment,93.1916647,1,04+,med
Sniper 3D Assassin: Shoot to Kill - by Fun Games For Free Fun Games For Free 930574573,930574573,190,1,free,0,5,140136,Games,93.15134239,1,17+,med
Faded - Photo Editor Vintage Noir 626583252,626583252,3,1,paid,0.99,4.5,21016,Photo & Video,93.02597904,1,04+,med
Can Knockdown 3 Infinite Dreams Inc. 546630411,546630411,6,1,paid,1.99,4.5,970,Games,92.96019745,11,04+,med
Coco Ice Princess Coco Play 943000735,943000735,113,1,free,0,3.5,298,Games,92.87865734,6,04+,med
Racing Rivals Cie Games 604186826,604186826,11,1,free,0,4,47455,Games,92.78783703,8,04+,med
Trivia Crack Etermax 651510680,651510680,312,1,free,0,4.5,375455,Games,92.75448513,22,04+,med
Cooking Fever Nordcurrent 714796093,714796093,10,1,free,0,4.5,55869,Games,92.69124126,13,04+,med
"Food Battle: The Game Defy Media, LLC 915834116",915834116,6,1,free,0,4.5,3864,Games,92.67375374,1,12+,med
Buddyman: Kick 2 Free Crazylion Studios Limited 902364588,902364588,9,1,free,0,4,492,Games,92.6247015,1,12+,low
Buddyman: Army Kick 2 Crazylion Studios Limited 911310874,911310874,10,1,free,0,4,156,Games,92.60207653,1,12+,low
Boom Beach Supercell 672150402,672150402,178,1,free,0,4.5,178637,Games,92.50681591,13,09+,med
Boom Boom Football Hothead Games Inc. 910208432,910208432,3,1,free,0,3.5,925,Games,92.44345474,1,09+,med
Epic Island Backflip Studios 761219885,761219885,1,1,free,0,4.5,1273,Games,92.38402748,1,12+,med
Football Heroes PRO 2016 Run Games 927117171,927117171,6,1,free,0,4,1724,Games,92.36700153,1,09+,med
"FitStar Yoga FitStar, Inc. 936999508",936999508,3,1,free,0,4,516,other,92.35460281,1,04+,med
Cinderella Free Fall Disney 945566094,945566094,6,1,free,0,4.5,2424,Games,92.27015877,11,04+,med
myVEGAS Slots - Free Las Vegas Casino PlayStudios 714508224,714508224,300,1,free,0,4.5,118352,Games,92.24344921,19,12+,med
Frontline Commando: WW2 Shooter Glu Games Inc 794528098,794528098,8,1,free,0,4.5,2174,Games,92.20528412,13,17+,med
SkyView• - Explore the Universe Terminal Eleven LLC 404990064,404990064,3,1,paid,1.99,5,4400,other,92.19689465,1,04+,med
Milo's Free Mini Games for a wippersnapper - Barn and Farm Animals Cartoon SubZeroApps 884729728,884729728,2,1,free,0,5,9,Games,92.15081978,23,04+,med
Spider-Man Unlimited Gameloft 674657235,674657235,16,1,free,0,4.5,51653,Games,91.94600964,15,12+,med
EvoCreo - A Monster Capture RPG Ilmfinity LLC 918997182,918997182,1,1,paid,0.99,4,126,Games,91.93165207,1,09+,med
Temple Run: Oz Disney 595831580,595831580,128,1,paid,1.99,4,14060,Games,91.81411839,11,09+,med
Temple Run: Oz Disney 595831580,595831580,8,1,free,0,4,14059,Games,91.81411839,11,09+,med
Beach Buggy Racing Vector Unit 882119723,882119723,11,1,free,0,4.5,3139,Games,91.80006981,1,09+,med
Heads Up! Warner Bros. 623592465,623592465,77,1,paid,0.99,4.5,6438,Games,91.79567814,2,04+,med
Heads Up! Warner Bros. 623592465,623592465,12,1,free,0,4.5,6437,Games,91.79567814,2,04+,med
Olaf's Adventures Disney 894234843,894234843,6,1,paid,0,3.5,496,Entertainment,91.76830292,8,04+,med
Rayman Fiesta Run Ubisoft 657811530,657811530,10,1,paid,2.99,4.5,3177,Games,91.72082901,13,04+,med
Pirate Kings Jelly Button Games Ltd 654671575,654671575,49,1,free,0,4.5,9042,Games,91.61618328,1,12+,low
Buddyman: Office Kick 2 Crazylion Studios Limited 906751551,906751551,4,1,free,0,4,93,Games,91.55600834,1,12+,low
"Etherlords (Arena) NIVAL, INC. 808158334",808158334,3,1,free,0,4.5,2438,Games,91.51836586,6,09+,med
"Facebook Facebook, Inc. 284882215",284882215,373,0,free,0,3.5,2895555,other,91.47166634,26,04+,med
Z Fighters Lutong Zhou 952941839,952941839,1,1,free,0,4.5,2272,Games,91.32824802,1,12+,med
Blendimals Exploding Cow ApS 738561911,738561911,2,1,paid,2.99,4.5,54,Games,91.02854061,1,09+,med
Twisty Hollow Arkadium 920825208,920825208,3,1,free,0,4,1060,Games,91.01810455,16,09+,med
"Moments _ Get the photos you didn't take Facebook, Inc. 991346515",991346515,2,1,free,0,3.5,111,Photo & Video,90.98420525,27,04+,med
PNP - Portable North Pole 2014 UGroupMedia inc 902026228,902026228,6,1,free,0,3,457,Entertainment,90.94725037,9,04+,med
"Google+ Google, Inc. 447119634",447119634,1,1,free,0,4.5,68942,other,90.86559486,31,17+,med
Gang Nations Playdemic 885405524,885405524,4,1,free,0,4.5,9118,Games,90.83495712,13,12+,med
My New Baby Genera Kids 821470238,821470238,1,1,free,0,4,3821,Games,90.81256676,1,04+,low
My Om Nom ZeptoLab UK Limited 942990867,942990867,22,1,paid,4.99,4.5,1577,Games,90.8092947,11,04+,med
Sago Mini Toolbox Sago Sago 891755554,891755554,8,1,paid,2.99,3.5,39,other,90.78402233,1,04+,med
