date,season,year,month,day_of_week,weekend,holiday,temp_actual,temp_feel,humidity,windspeed,weather_cat,riders_casual,riders_registered,riders_total
2012-10-24,fall,2012,Oct,Wed,FALSE,no,75.3575,82.28489,0.63625,4.8762064,categ1,795,6898,7693
2012-10-25,fall,2012,Oct,Thu,FALSE,no,72.59,79.67192,0.800417,8.333125,categ2,875,6484,7359
2012-10-26,fall,2012,Oct,Fri,FALSE,no,72.28247540000001,79.04750000000001,0.807083,8.875289,categ2,1182,6262,7444
2012-10-27,fall,2012,Oct,Sat,TRUE,no,71.114,78.36196999999999,0.72,15.791364000000002,categ2,2643,5209,7852
2012-10-28,fall,2012,Oct,Sun,TRUE,no,67.23949999999999,74.09939,0.694583,26.666535999999997,categ2,998,3461,4459
2012-10-29,fall,2012,Oct,Mon,FALSE,no,64.47200000000001,71.54599999999999,0.88,23.9994,categ3,2,20,22
2012-10-30,fall,2012,Oct,Tue,FALSE,no,55.48183160000001,59.89181,0.825455,14.271603,categ2,87,1009,1096
2012-10-31,fall,2012,Oct,Wed,FALSE,no,58.3835,64.499,0.666667,11.166689,categ2,419,5147,5566
2012-11-01,fall,2012,Nov,Thu,FALSE,no,58.998475400000004,65.29478,0.581667,10.542182,categ2,466,5520,5986
2012-11-02,fall,2012,Nov,Fri,FALSE,no,58.199,64.04378,0.522083,17.833725,categ1,618,5229,5847
2012-11-03,fall,2012,Nov,Sat,TRUE,no,57.337975400000005,61.14614,0.49125,18.125443,categ2,1029,4109,5138
2012-11-04,fall,2012,Nov,Sun,TRUE,no,56.0464754,61.65842000000001,0.532917,12.000236,categ1,1201,3906,5107
2012-11-05,fall,2012,Nov,Mon,FALSE,no,55.5545246,59.726749999999996,0.494167,15.833775000000001,categ1,378,4881,5259
2012-11-06,fall,2012,Nov,Tue,FALSE,no,52.7254754,57.34103,0.567083,11.625371,categ1,466,5220,5686
2012-11-07,fall,2012,Nov,Wed,FALSE,no,53.8324754,56.71589,0.5475,20.375236,categ2,326,4709,5035
2012-11-08,fall,2012,Nov,Thu,FALSE,no,57.9904412,62.77019,0.333478,23.304945,categ1,340,4975,5315
2012-11-09,fall,2012,Nov,Fri,FALSE,no,58.691024600000006,63.98717,0.540833,14.375386,categ1,709,5283,5992
2012-11-10,fall,2012,Nov,Sat,TRUE,no,60.7205246,67.45433,0.645417,3.8756686,categ1,2090,4446,6536
2012-11-11,fall,2012,Nov,Sun,TRUE,no,63.0574754,69.95417,0.659167,8.5425,categ1,2290,4562,6852
2012-11-12,fall,2012,Nov,Mon,FALSE,yes,67.793,74.78447,0.741667,11.625639,categ1,1097,5172,6269
2012-11-13,fall,2012,Nov,Tue,FALSE,no,57.337975400000005,61.09025,0.662917,22.917082,categ2,327,3767,4094
2012-11-14,fall,2012,Nov,Wed,FALSE,no,53.3405246,57.34067,0.552083,13.374875,categ1,373,5122,5495
2012-11-15,fall,2012,Nov,Thu,FALSE,no,55.73902459999999,61.20428,0.620417,10.250129000000001,categ2,320,5125,5445
2012-11-16,fall,2012,Nov,Fri,FALSE,no,57.461,63.24836,0.524583,11.458675000000001,categ1,484,5214,5698
2012-11-17,fall,2012,Nov,Sat,TRUE,no,55.985,61.37447,0.545417,12.041843,categ1,1313,4316,5629
2012-11-18,fall,2012,Nov,Sun,TRUE,no,57.2765,62.39714,0.692917,15.250004,categ1,922,3747,4669
2012-11-19,fall,2012,Nov,Mon,FALSE,no,60.105475399999996,65.80589,0.623333,15.749489,categ2,449,5050,5499
2012-11-20,fall,2012,Nov,Tue,FALSE,no,59.613524600000005,66.26003,0.685,5.542575,categ2,534,5100,5634
2012-11-21,fall,2012,Nov,Wed,FALSE,no,58.075975400000004,64.84028,0.61375,6.917482000000001,categ1,615,4531,5146
2012-11-22,fall,2012,Nov,Thu,FALSE,yes,57.092,63.53339,0.580417,3.5423436,categ1,955,1470,2425
2012-11-23,fall,2012,Nov,Fri,FALSE,no,59.182975400000004,66.09011,0.56875,9.917407,categ1,1603,2307,3910
2012-11-24,fall,2012,Nov,Sat,TRUE,no,52.5409754,54.38678,0.404583,25.250357,categ1,532,1745,2277
2012-11-25,fall,2012,Nov,Sun,TRUE,no,50.142475399999995,55.18247,0.468333,10.083499999999999,categ1,309,2115,2424
2012-11-26,fall,2012,Nov,Mon,FALSE,no,55.12397539999999,62.510360000000006,0.535417,3.1255499999999996,categ1,337,4750,5087
2012-11-27,fall,2012,Nov,Tue,FALSE,no,53.5250246,57.34022,0.786667,15.916654,categ2,123,3836,3959
2012-11-28,fall,2012,Nov,Wed,FALSE,no,53.8940246,58.07858,0.50625,14.125007,categ1,198,5062,5260
2012-11-29,fall,2012,Nov,Thu,FALSE,no,52.728206,58.85798,0.555652,7.739974,categ1,243,5080,5323
2012-11-30,fall,2012,Nov,Fri,FALSE,no,54.01697540000001,61.148030000000006,0.649583,3.9175436,categ1,362,5306,5668
2012-12-01,fall,2012,Dec,Sat,TRUE,no,54.01697540000001,60.52136,0.806667,4.0001814,categ2,951,4240,5191
2012-12-02,fall,2012,Dec,Sun,TRUE,no,57.6455,64.32872,0.823333,8.333393000000001,categ2,892,3757,4649
2012-12-03,fall,2012,Dec,Mon,FALSE,no,65.39450000000001,73.02163999999999,0.7675,5.5422936,categ1,555,5679,6234
2012-12-04,fall,2012,Dec,Tue,FALSE,no,67.11647540000001,74.21486,0.73375,11.666643,categ1,551,6055,6606
2012-12-05,fall,2012,Dec,Wed,FALSE,no,64.3489754,70.52108000000001,0.485,21.709407,categ1,331,5398,5729
2012-12-06,fall,2012,Dec,Thu,FALSE,no,50.880475399999995,55.23836,0.50875,11.708518,categ1,340,5035,5375
2012-12-07,fall,2012,Dec,Fri,FALSE,no,55.6774754,60.976220000000005,0.764167,8.7502,categ2,349,4659,5008
2012-12-08,fall,2012,Dec,Sat,TRUE,no,60.1670246,67.05572000000001,0.91125,6.792393,categ2,1153,4429,5582
2012-12-09,fall,2012,Dec,Sun,TRUE,no,60.3515246,67.11314,0.905417,10.584325,categ2,441,2787,3228
2012-12-10,fall,2012,Dec,Mon,FALSE,no,64.1644754,71.20175,0.925,12.750636,categ2,329,4841,5170
2012-12-11,fall,2012,Dec,Tue,FALSE,no,58.075975400000004,62.45267,0.596667,19.834478999999998,categ2,282,5219,5501
2012-12-12,fall,2012,Dec,Wed,FALSE,no,53.9555,58.760419999999996,0.538333,10.916779,categ2,310,5009,5319
2012-12-13,fall,2012,Dec,Thu,FALSE,no,53.8324754,58.47692,0.485833,11.666643,categ1,425,5107,5532
2012-12-14,fall,2012,Dec,Fri,FALSE,no,52.787024599999995,58.47728,0.642917,8.792343,categ1,429,5182,5611
2012-12-15,fall,2012,Dec,Sat,TRUE,no,55.9235246,62.45447,0.650417,7.12545,categ1,767,4280,5047
2012-12-16,fall,2012,Dec,Sun,TRUE,no,58.7525,65.29442,0.83875,6.749714,categ2,538,3248,3786
2012-12-17,fall,2012,Dec,Mon,FALSE,no,61.0279754,68.135,0.907083,6.583306100000001,categ2,212,4373,4585
2012-12-18,fall,2012,Dec,Tue,FALSE,no,62.3194754,68.87372,0.66625,14.834067999999998,categ1,433,5124,5557
2012-12-19,fall,2012,Dec,Wed,FALSE,no,56.5385,62.794579999999996,0.625417,12.334164000000001,categ1,333,4934,5267
2012-12-20,fall,2012,Dec,Thu,FALSE,no,56.354,62.169529999999995,0.667917,8.875021,categ2,314,3814,4128
2012-12-21,winter,2012,Dec,Fri,FALSE,no,56.10802459999999,59.15903,0.556667,25.083661000000003,categ2,221,3402,3623
2012-12-22,winter,2012,Dec,Sat,TRUE,no,51.6184754,53.25017,0.44125,27.292182,categ1,205,1544,1749
2012-12-23,winter,2012,Dec,Sun,TRUE,no,50.142475399999995,55.35239,0.515417,8.916561,categ1,408,1379,1787
2012-12-24,winter,2012,Dec,Mon,FALSE,no,49.0702352,55.301,0.791304,5.1744368000000005,categ2,174,746,920
2012-12-25,winter,2012,Dec,Tue,FALSE,yes,53.498235199999996,58.50185,0.734783,11.304642,categ2,440,573,1013
2012-12-26,winter,2012,Dec,Wed,FALSE,no,49.957975399999995,51.82997,0.823333,21.208582,categ3,9,432,441
2012-12-27,winter,2012,Dec,Thu,FALSE,no,50.757524599999996,52.39778,0.652917,23.458911,categ2,247,1867,2114
2012-12-28,winter,2012,Dec,Fri,FALSE,no,50.695975399999995,54.954139999999995,0.59,10.416557,categ2,644,2451,3095
2012-12-29,winter,2012,Dec,Sat,TRUE,no,50.695975399999995,53.816,0.752917,8.333661,categ2,159,1182,1341
2012-12-30,winter,2012,Dec,Sun,TRUE,no,50.880475399999995,52.852999999999994,0.483333,23.500518,categ1,364,1432,1796
2012-12-31,winter,2012,Dec,Mon,FALSE,no,47.928475399999996,52.11383,0.5775,10.374682,categ2,439,2290,2729
