Last,First,HOF,From,To,Position,Ht,Wt,Month,Day,Year,Country
Stock,P.J.,N,1998,2004,F,70,197,May,26,1975,Canada
Savage,Andre,N,1999,2003,F,73,195,May,27,1975,Canada
Allison,Jason,N,1994,2006,F,75,215,May,29,1975,Canada
Tsulygin,Nikolai,N,1997,1997,D,75,210,May,29,1975,Russia
Perrin,Eric,N,2004,2009,F,69,180,November,1,1975,Canada
Fichaud,Eric,N,1996,2001,G,71,179,November,4,1975,Canada
Kraft,Ryan,N,2003,2003,F,69,181,November,7,1975,USA
Hnidy,Shane,N,2001,2009,D,74,204,November,8,1975,Canada
Wells,Chris,N,1996,2000,F,78,223,November,12,1975,Canada
Tremblay,Yannick,N,1997,2007,D,74,200,November,15,1975,Canada
Johnson,Matt,N,1995,2004,F,77,235,November,23,1975,Canada
Rominski,Dale,N,2000,2000,F,74,200,October,1,1975,USA
Tuzzolino,Tony,N,1998,2002,F,74,208,October,9,1975,USA
Krog,Jason,N,2000,2009,F,71,185,October,9,1975,Canada
Robitaille,Randy,N,1997,2008,F,71,200,October,12,1975,Canada
Scoville,Darrel,N,2000,2004,D,75,208,October,13,1975,Canada
Vandermeer,Peter,N,2008,2008,F,73,209,October,14,1975,Canada
Bouillon,Francis,N,2000,2009,D,68,196,October,17,1975,Canada
Trudel,Jean-Guy,N,2000,2003,F,71,202,October,18,1975,Canada
Huet,Cristobal,N,2003,2009,G,73,204,September,3,1975,France
Letang,Alan,N,2000,2003,D,73,201,September,4,1975,Canada
Fischer,Patrick,N,2007,2007,F,71,194,September,6,1975,Switzerland
Sorochan,Lee,N,1999,2000,D,71,210,September,9,1975,Canada
Pederson,Denis,N,1996,2003,F,74,205,September,10,1975,Canada
Scott,Travis,N,2001,2001,G,74,185,September,14,1975,Canada
Bekar,Derek,N,2000,2004,F,75,197,September,15,1975,Canada
Moreau,Ethan,N,1996,2009,F,74,220,September,22,1975,Canada
Yeremeyev,Vitali,N,2001,2001,G,70,167,September,23,1975,Kazakhstan
Burnett,Garrett,N,2004,2004,F,75,225,September,23,1975,Canada
Jarventie,Martti,N,2002,2002,D,71,196,April,4,1976,Finland
Goldmann,Erich,N,2000,2000,D,75,212,April,7,1976,Germany
Suchy,Radoslav,N,2000,2006,D,74,204,April,7,1976,Slovakia
Elias,Patrik,N,1996,2009,F,73,195,April,13,1976,Czech Republic
Wiemer,Jason,N,1995,2006,F,73,225,April,14,1976,Canada
Bonsignore,Jason,N,1995,1999,F,76,220,April,15,1976,USA
Mason,Chris,N,1999,2009,G,73,195,April,20,1976,Canada
Vopat,Roman,N,1996,1999,F,75,223,April,21,1976,Czech Republic
Cloutier,Dan,N,1998,2008,G,73,195,April,22,1976,Canada
Varada,Vaclav,N,1996,2006,F,73,208,April,26,1976,Czech Republic
Holland,Jason,N,1997,2004,D,75,219,April,30,1976,Canada
Nemirovsky,David,N,1996,1999,F,74,205,August,1,1976,Canada
Friesen,Jeff,N,1995,2007,F,73,205,August,5,1976,Canada
Visnovsky,Lubomir,N,2001,2009,D,70,188,August,11,1976,Czech Republic
Lukowich,Brad,N,1998,2009,D,73,201,August,12,1976,Canada
Boulton,Eric,N,2001,2009,F,73,225,August,17,1976,Canada
Drury,Chris,N,1999,2009,F,70,190,August,20,1976,USA
Brooks,Alex,N,2007,2007,D,73,195,August,21,1976,USA
Mills,Craig,N,1996,1999,F,73,190,August,27,1976,Canada
Martinek,Radek,N,2002,2009,D,71,200,August,31,1976,Czech Republic
Laraque,Georges,N,1998,2009,F,75,243,December,7,1976,Canada
Perrott,Nathan,N,2002,2006,F,73,225,December,8,1976,Canada
Houde,Eric,N,1997,1999,F,71,191,December,19,1976,Canada
Clark,Brett,N,1998,2009,D,73,195,December,23,1976,Canada
Samuelsson,Mikael,N,2001,2009,F,74,213,December,23,1976,Sweden
Delmore,Andy,N,1999,2006,D,73,200,December,26,1976,Canada
Tertyshny,Dmitri,N,1999,1999,D,73,176,December,26,1976,Russia
Pisani,Fernando,N,2003,2009,F,73,205,December,27,1976,Canada
Gratton,Benoit,N,1998,2004,F,71,194,December,28,1976,Canada
Kuba,Filip,N,1999,2009,D,77,225,December,29,1976,Czech Republic
Cullen,David,N,2001,2002,D,74,209,December,30,1976,Canada
Dandenault,Mathieu,N,1996,2009,D,73,204,February,3,1976,Canada
Hrdina,Jan,N,1999,2006,F,73,205,February,5,1976,Czech Republic
White,Brian,N,1999,1999,D,73,195,February,7,1976,USA
Shelley,Jody,N,2001,2009,F,76,230,February,7,1976,Canada
Haggerty,Sean,N,1996,2001,F,73,186,February,11,1976,USA
Salvador,Bryce,N,2001,2009,D,74,220,February,11,1976,Canada
Brown,Curtis,N,1995,2008,F,73,200,February,12,1976,Canada
Nemecek,Jan,N,1999,2000,D,73,220,February,14,1976,Czech Republic
Hejduk,Milan,N,1999,2009,F,73,190,February,14,1976,Czech Republic
Forbes,Colin,N,1997,2006,F,75,215,February,16,1976,Canada
Domenichelli,Hnat,N,1997,2003,F,73,195,February,17,1976,Canada
Podollan,Jason,N,1997,2002,F,73,198,February,18,1976,Canada
Scatchard,Dave,N,1998,2007,F,75,220,February,20,1976,Canada
Smyth,Ryan,N,1995,2009,F,73,190,February,21,1976,Canada
O'Neill,Jeff,N,1996,2007,F,73,195,February,23,1976,Canada
Schafer,Paxton,N,1997,1997,G,69,164,February,26,1976,Canada
Zednik,Richard,N,1996,2009,F,73,200,January,6,1976,Slovakia
Davidsson,Johan,N,1999,2000,F,73,190,January,6,1976,Sweden
Bonk,Radek,N,1995,2009,F,75,213,January,9,1976,Czech Republic
Gordon,Robb,N,1999,1999,F,71,190,January,13,1976,Canada
Korolyuk,Alexander,N,1998,2004,F,69,190,January,15,1976,Russia
Goneau,Daniel,N,1997,2000,F,73,195,January,16,1976,Canada
Warrener,Rhett,N,1996,2008,D,73,203,January,27,1976,Canada
VanDrunen,David,N,2000,2000,D,73,204,January,31,1976,Canada
Vokoun,Tomas,N,1997,2009,G,73,195,July,2,1976,Czech Republic
Belak,Wade,N,1997,2009,D,77,221,July,3,1976,Canada
Zinger,Dwayne,N,2004,2004,D,76,216,July,5,1976,Canada
Dingman,Chris,N,1998,2006,F,76,235,July,6,1976,Canada
Crozier,Greg,N,2001,2001,F,75,200,July,6,1976,Canada
Morgan,Gavin,N,2004,2004,F,71,191,July,9,1976,Canada
Millar,Craig,N,1997,2001,D,74,212,July,12,1976,Canada
Boyle,Dan,N,1999,2009,D,71,190,July,12,1976,Canada
Souray,Sheldon,N,1998,2009,D,76,233,July,13,1976,Canada
Verot,Darcy,N,2004,2004,F,73,199,July,13,1976,Canada
Bartecko,Lubos,N,1999,2003,F,71,200,July,14,1976,Slovakia
Giroux,Raymond,N,2000,2004,D,73,190,July,20,1976,Canada
Trnka,Pavel,N,1998,2004,D,74,206,July,27,1976,Czech Republic
Markov,Danny,N,1998,2007,D,73,190,July,30,1976,Russia
Marha,Josef,N,1996,2001,F,73,176,June,2,1976,Czech Republic
Primeau,Wayne,N,1995,2009,F,76,225,June,4,1976,Canada
Skrlac,Rob,N,2004,2004,F,77,245,June,10,1976,Canada
Johnson,Ryan,N,1998,2009,F,73,202,June,14,1976,Canada
Low,Reed,N,2001,2007,F,76,220,June,21,1976,Canada
Luoma,Mikko,N,2004,2004,D,75,207,June,22,1976,Finland
Leroux,Jean-Yves,N,1997,2001,F,74,211,June,24,1976,Canada
Jovanovski,Ed,N,1996,2009,D,74,210,June,26,1976,Canada
Schmidt,Chris,N,2003,2003,F,75,212,March,1,1976,Canada
Clark,Chris,N,2000,2009,F,73,202,March,8,1976,USA
Golubovsky,Yan,N,1998,2001,D,75,183,March,9,1976,Russia
Ekman,Nils,N,2000,2007,F,73,185,March,11,1976,Sweden
Quint,Deron,N,1996,2007,D,74,219,March,12,1976,USA
Royer,Gaetan,N,2002,2002,F,75,210,March,13,1976,Canada
Johnsson,Kim,N,2000,2009,D,73,193,March,16,1976,Sweden
Butenschon,Sven,N,1998,2006,D,76,215,March,22,1976,Germany
Baumgartner,Nolan,N,1996,2007,D,74,205,March,23,1976,Canada
Swanson,Brian,N,2001,2004,F,70,185,March,24,1976,USA
Kharitonov,Alexander,N,2001,2002,F,69,169,March,30,1976,Russia
Conklin,Ty,N,2002,2009,G,73,184,March,30,1976,USA
Watt,Mike,N,1998,2003,F,74,212,March,31,1976,Canada
Meloche,Eric,N,2002,2007,F,70,202,May,1,1976,Canada
Halpern,Jeff,N,2000,2009,F,73,203,May,3,1976,USA
Reinprecht,Steve,N,2000,2009,F,73,191,May,7,1976,Canada
Hankinson,Casey,N,2001,2004,F,73,187,May,8,1976,USA
Wright,Jamie,N,1998,2003,F,73,195,May,13,1976,Canada
Tobler,Ryan,N,2002,2002,F,75,227,May,13,1976,Canada
Tverdovsky,Oleg,N,1995,2007,D,73,211,May,18,1976,Ukraine
Botterill,Jason,N,1998,2004,F,76,220,May,19,1976,Canada
Herr,Matt,N,1999,2003,F,74,204,May,26,1976,USA
Park,Richard,N,1995,2009,F,71,190,May,27,1976,Korea
Vasiljevs,Herbert,N,1999,2002,F,71,180,May,27,1976,Latvia
Minard,Mike,N,2000,2000,G,74,200,November,1,1976,Canada
Cullen,Matt,N,1998,2009,F,73,200,November,2,1976,USA
Brown,Sean,N,1997,2006,D,75,215,November,5,1976,Canada
Michaud,Alfie,N,2000,2000,G,70,179,November,6,1976,Canada
Bednar,Jaroslav,N,2002,2004,F,73,198,November,8,1976,Czech Republic
Leclerc,Mike,N,1997,2006,F,74,208,November,10,1976,Canada
Hlinka,Jaroslav,N,2008,2008,F,70,185,November,10,1976,Czech Republic
Church,Brad,N,1998,1998,F,73,210,November,14,1976,Canada
Schultz,Ray,N,1998,2003,D,74,215,November,14,1976,Canada
Sykora,Petr,N,1996,2009,F,73,190,November,19,1976,Czech Republic
Laflamme,Christian,N,1997,2004,D,73,206,November,24,1976,Canada
Darche,Mathieu,N,2001,2008,F,73,220,November,26,1976,Canada
Kilger,Chad,N,1996,2008,F,76,224,November,27,1976,Canada
Svejkovsky,Jaroslav,N,1997,2000,F,73,193,October,1,1976,Czech Republic
Gauthier,Denis,N,1998,2009,D,75,224,October,1,1976,Canada
Larocque,Michel,N,2001,2001,G,71,200,October,3,1976,Germany
Morgan,Jason,N,1997,2007,F,73,200,October,9,1976,Canada
Doan,Shane,N,1996,2009,F,74,216,October,10,1976,Canada
Purinton,Dale,N,2000,2004,D,75,228,October,11,1976,USA
Tjarnqvist,Daniel,N,2002,2009,D,74,200,October,14,1976,Sweden
Smith,Dan,N,1999,2006,D,74,200,October,19,1976,Canada
Shearer,Rob,N,2001,2001,F,70,190,October,19,1976,Canada
Wilm,Clarke,N,1999,2006,F,73,202,October,24,1976,Canada
Kelly,Steve,N,1997,2008,F,74,205,October,26,1976,Canada
Kiprusoff,Miikka,N,2001,2009,G,73,184,October,26,1976,Finland
Majesky,Ivan,N,2003,2006,D,77,230,September,2,1976,Czech Republic
Obsut,Jaroslav,N,2001,2002,D,73,200,September,3,1976,Slovakia
Ohlund,Mattias,N,1998,2009,D,74,220,September,9,1976,Sweden
Vigier,J.P.,N,2001,2007,F,73,200,September,11,1976,Canada
Theodore,Jose,N,1996,2009,G,71,182,September,13,1976,Canada
VonArx,Reto,N,2001,2001,F,70,190,September,13,1976,Switzerland
Bierk,Zac,N,1998,2004,G,77,205,September,17,1976,Canada
Hlavac,Jan,N,2000,2008,F,73,201,September,20,1976,Czech Republic
Guren,Miloslav,N,1999,2000,D,74,215,September,24,1976,Czech Republic
Langkow,Daymond,N,1996,2009,F,71,181,September,27,1976,Canada
Cowan,Jeff,N,2000,2008,F,74,205,September,27,1976,Canada
Pirnes,Esa,N,2004,2004,F,73,189,April,1,1977,Finland
Letowski,Trevor,N,1999,2008,F,70,180,April,5,1977,Canada
Nieminen,Ville,N,2000,2007,F,71,200,April,6,1977,Finland
MacDonald,Craig,N,1999,2009,F,73,201,April,7,1977,Canada
Duerden,Dave,N,2000,2000,F,74,200,April,11,1977,Canada
Kubina,Pavel,N,1998,2009,D,76,244,April,15,1977,Czech Republic
Pothier,Brian,N,2001,2009,D,73,200,April,15,1977,USA
LaCouture,Dan,N,1999,2009,F,74,215,April,18,1977,USA
Charpentier,Sebastien,N,2002,2004,G,69,177,April,18,1977,Canada
Mann,Cameron,N,1998,2003,F,73,195,April,20,1977,Canada
Elomo,Miika,N,2000,2000,F,73,191,April,21,1977,Finland
Mitchell,Willie,N,2000,2009,D,75,210,April,23,1977,Canada
Ritchie,Byron,N,1999,2008,F,70,190,April,24,1977,Canada
Dube,Christian,N,1997,1999,F,71,170,April,25,1977,Canada
Buzek,Petr,N,1998,2003,D,73,220,April,26,1977,Czech Republic
Adams,Craig,N,2001,2009,F,73,200,April,26,1977,Canada
Ulmer,Jeff,N,2001,2001,F,71,195,April,27,1977,Canada
MacNeil,Ian,N,2003,2003,F,74,190,April,27,1977,Canada
Denis,Marc,N,1997,2009,G,73,193,August,1,1977,Canada
Thompson,Rocky,N,1998,2002,D,74,205,August,8,1977,Canada
Berenzweig,Bubba,N,2000,2003,D,73,217,August,8,1977,USA
Davidson,Matt,N,2001,2003,F,75,196,August,9,1977,Canada
Biron,Martin,N,1996,2009,G,75,163,August,15,1977,Canada
Worrell,Peter,N,1998,2004,F,78,235,August,18,1977,Canada
Valiquette,Stephen,N,2000,2009,G,78,210,August,20,1977,Canada
Classen,Greg,N,2001,2003,F,73,200,August,24,1977,Canada
McDonald,Andy,N,2001,2009,F,71,183,August,25,1977,Canada
Streit,Mark,N,2006,2009,D,73,197,December,11,1977,Switzerland
White,Colin,N,2000,2009,D,76,220,December,12,1977,Canada
Belanger,Eric,N,2001,2009,F,73,185,December,16,1977,Canada
Pahlsson,Samuel,N,2001,2009,F,73,203,December,17,1977,Sweden
Kariya,Steve,N,2000,2002,F,68,170,December,22,1977,Canada
Pilar,Karel,N,2002,2004,D,75,210,December,23,1977,Czech Republic
Goren,Lee,N,2001,2007,F,75,205,December,26,1977,Canada
Bellefeuille,Blake,N,2002,2003,F,70,208,December,27,1977,USA
Hedstrom,Jonathan,N,2003,2006,F,73,200,December,27,1977,Sweden
Focht,Dan,N,2002,2004,D,78,234,December,31,1977,Canada
Grand-Pierre,Jean-Luc,N,1999,2004,D,75,225,February,2,1977,Canada
Parrish,Mark,N,1999,2009,F,71,199,February,2,1977,USA
Zidlicky,Marek,N,2004,2009,D,71,190,February,3,1977,Czech Republic
Comrie,Paul,N,2000,2000,F,71,192,February,7,1977,Canada
Hay,Dwayne,N,1998,2001,F,73,203,February,11,1977,Canada
Smith,Wyatt,N,2000,2008,F,71,205,February,13,1977,USA
Petrovicky,Ronald,N,2001,2007,F,71,190,February,15,1977,Slovakia
Morozov,Aleksey,N,1998,2004,F,73,204,February,16,1977,Russia
Reasoner,Marty,N,1999,2009,F,73,202,February,26,1977,USA
Boucher,Brian,N,2000,2009,G,74,198,January,2,1977,USA
Pisa,Ales,N,2002,2003,D,73,195,January,2,1977,Czech Republic
Nabokov,Dmitri,N,1998,2000,F,74,209,January,4,1977,Russia
Sopel,Brent,N,1999,2009,D,74,205,January,7,1977,Canada
McBain,Mike,N,1998,1999,D,74,195,January,12,1977,Canada
Ryan,Terry,N,1997,1999,F,73,202,January,14,1977,Canada
MacLean,Don,N,1998,2007,F,74,199,January,14,1977,Canada
Kurtz,Justin,N,2002,2002,D,73,188,January,14,1977,Canada
Parssinen,Timo,N,2002,2002,F,70,185,January,19,1977,Finland
Kallio,Tomi,N,2001,2003,F,73,190,January,27,1977,Finland
Doig,Jason,N,1996,2004,D,75,230,January,29,1977,Canada
Hinote,Dan,N,2000,2009,F,73,187,January,30,1977,USA
Iginla,Jarome,N,1997,2009,F,73,207,July,1,1977,Canada
Spanhel,Martin,N,2001,2002,F,74,206,July,1,1977,Czech Republic
Schaefer,Peter,N,1999,2008,F,73,200,July,12,1977,Canada
Moro,Marc,N,1998,2002,D,73,218,July,17,1977,Canada
Savard,Marc,N,1998,2009,F,70,191,July,17,1977,Canada
Langfeld,Josh,N,2002,2008,F,75,216,July,17,1977,USA
Aubin,Jean-Sebastien,N,1999,2008,G,71,180,July,19,1977,Canada
Young,B.J.,N,2000,2000,F,70,178,July,23,1977,USA
Clemmensen,Scott,N,2002,2009,G,75,205,July,23,1977,USA
Thornton,Shawn,N,2003,2009,F,74,217,July,23,1977,Canada
Berg,Aki-Petteri,N,1996,2006,D,75,213,July,28,1977,Finland
Audet,Philippe,N,1999,1999,F,74,202,June,4,1977,Canada
Rosa,Pavel,N,1999,2004,F,71,188,June,7,1977,Czech Republic
Redden,Wade,N,1997,2009,D,74,209,June,12,1977,Canada
Willis,Shane,N,1999,2004,F,73,195,June,13,1977,Canada
Brigley,Travis,N,1998,2004,F,73,205,June,16,1977,Canada
Whitfield,Trent,N,2001,2009,F,71,209,June,17,1977,Canada
Pettinen,Tomi,N,2003,2006,D,75,220,June,17,1977,Finland
McLaren,Kyle,N,1996,2008,D,76,235,June,18,1977,Canada
Corvo,Joe,N,2003,2009,D,73,204,June,20,1977,USA
Hecht,Jochen,N,1999,2009,F,73,196,June,21,1977,Germany
Gosselin,David,N,2000,2002,F,73,205,June,22,1977,Canada
Larsen,Brad,N,1998,2008,F,73,210,June,28,1977,Canada
Delisle,Jonathan,N,1999,1999,F,70,180,June,30,1977,Canada
Robidas,Stephane,N,2000,2009,D,71,190,March,3,1977,Canada
Berard,Bryan,N,1997,2008,D,74,220,March,5,1977,USA
Vaic,Lubomir,N,1998,2000,F,69,178,March,6,1977,Slovakia
Dvorak,Radek,N,1996,2009,F,74,200,March,9,1977,Czech Republic
Handzus,Michal,N,1999,2009,F,77,217,March,11,1977,Czech Republic
Law,Kirby,N,2001,2004,F,73,185,March,11,1977,Canada
Johnson,Brent,N,1999,2009,G,75,210,March,12,1977,USA
Chara,Zdeno,N,1998,2009,D,81,255,March,18,1977,Slovakia
Adams,Bryan,N,2000,2001,F,73,185,March,20,1977,Canada
Poti,Tom,N,1999,2009,D,75,210,March,22,1977,USA
Kwiatkowski,Joel,N,2001,2008,D,74,210,March,22,1977,Canada
Kuznetsov,Maxim,N,2001,2004,D,77,230,March,24,1977,Russia
Laplante,Darryl,N,1998,2000,F,73,198,March,28,1977,Canada
Rasmussen,Erik,N,1998,2007,F,73,215,March,28,1977,USA
Naumenko,Gregg,N,2001,2001,G,73,201,March,30,1977,USA
Tripp,John,N,2003,2004,F,74,215,May,4,1977,Canada
Bykov,Dmitri,N,2003,2003,D,70,169,May,5,1977,Russia
Somik,Radovan,N,2003,2004,F,74,194,May,5,1977,Czech Republic
Eaton,Mark,N,2000,2009,D,74,204,May,6,1977,USA
Chouinard,Marc,N,2001,2007,F,77,218,May,6,1977,Canada
Isbister,Brad,N,1998,2008,F,76,225,May,7,1977,Canada
Wesenberg,Brian,N,1999,1999,F,75,187,May,9,1977,Canada
Hamel,Denis,N,2000,2007,F,73,201,May,10,1977,Canada
Smith,D.J.,N,1997,2003,D,73,205,May,13,1977,Canada
Giguere,Jean-Sebastien,N,1997,2009,G,73,201,May,16,1977,Canada
Ware,Jeff,N,1997,1999,D,76,220,May,19,1977,Canada
Toskala,Vesa,N,2002,2009,G,70,195,May,20,1977,Finland
Orszagh,Vladimir,N,1998,2006,F,71,195,May,24,1977,Slovakia
Delisle,Xavier,N,1999,2001,F,71,193,May,24,1977,Canada
McCauley,Alyn,N,1998,2007,F,71,200,May,29,1977,Canada
Leeb,Greg,N,2001,2001,F,69,165,May,31,1977,Canada
Tenkrat,Petr,N,2001,2007,F,73,183,May,31,1977,Czech Republic
DeFauw,Brad,N,2003,2003,F,74,220,November,10,1977,USA
Lintner,Richard,N,2000,2003,D,75,212,November,15,1977,Slovakia
Green,Josh,N,1999,2007,F,75,215,November,16,1977,Canada
Briere,Daniel,N,1998,2009,F,70,179,October,6,1977,Canada
Hartigan,Mark,N,2002,2008,F,73,200,October,15,1977,Canada
Smith,Mark,N,2001,2008,F,70,200,October,24,1977,Canada
Higgins,Matt,N,1998,2001,F,74,190,October,29,1977,Canada
Ciernik,Ivan,N,1998,2004,F,73,234,October,30,1977,Slovakia
Westcott,Duvie,N,2002,2008,D,71,197,October,30,1977,Canada
Vasiliev,Alexei,N,2000,2000,D,73,192,September,1,1977,Russia
Hamilton,Jeff,N,2004,2009,F,70,185,September,4,1977,USA
McKee,Jay,N,1996,2009,D,76,203,September,8,1977,Canada
Ratchuk,Peter,N,1999,2001,D,73,185,September,10,1977,USA
Niemi,Antti-Jussi,N,2001,2002,D,73,195,September,22,1977,Finland
Descoteaux,Matthieu,N,2001,2001,D,75,216,September,23,1977,Canada
Volchkov,Alexandre,N,2000,2000,F,74,204,September,25,1977,Russia
Lydman,Toni,N,2001,2009,D,73,204,September,25,1977,Finland
Sim,Jon,N,1999,2009,F,70,195,September,29,1977,Canada
Brookbank,Wade,N,2004,2009,F,76,225,September,29,1977,Canada
Dumont,J.P.,N,1999,2009,F,73,205,April,1,1978,Canada
Corso,Daniel,N,2001,2004,F,70,187,April,3,1978,Canada
Fibiger,Jesse,N,2003,2003,D,75,210,April,4,1978,Canada
Clymer,Ben,N,2000,2007,F,73,200,April,11,1978,USA
Asham,Arron,N,1999,2009,F,71,205,April,13,1978,Canada
Devereaux,Boyd,N,1998,2009,F,74,195,April,16,1978,Canada
Kane,Boyd,N,2004,2009,F,74,220,April,18,1978,Canada
Larocque,Mario,N,1999,1999,D,76,218,April,24,1978,Canada
Tapper,Brad,N,2001,2003,F,73,185,April,28,1978,Canada
Kapanen,Niko,N,2002,2008,F,69,180,April,29,1978,Finland
Scott,Richard,N,2002,2004,F,74,195,August,1,1978,Canada
Skrbek,Pavel,N,1999,2002,D,75,217,August,9,1978,Czech Republic
Boulerice,Jesse,N,2002,2009,F,74,215,August,10,1978,USA
Komarniski,Zenith,N,2000,2004,D,73,200,August,13,1978,Canada
McLean,Brett,N,2003,2009,F,71,185,August,14,1978,Canada
Sarich,Cory,N,1999,2009,D,76,207,August,16,1978,Canada
Morris,Derek,N,1998,2009,D,73,220,August,24,1978,Canada
Bicek,Jiri,N,2001,2004,F,70,190,December,3,1978,Slovakia
Preissing,Tom,N,2004,2009,D,73,198,December,3,1978,USA
Jokinen,Olli,N,1998,2009,F,75,214,December,5,1978,Finland
Zehr,Jeff,N,2000,2000,F,75,195,December,10,1978,Canada
Cleary,Daniel,N,1998,2009,F,73,210,December,18,1978,Canada
Markov,Andrei,N,2001,2009,D,73,204,December,20,1978,Russia
Sykora,Petr,N,1999,2006,F,75,206,December,21,1978,Czech Republic
Kotalik,Ales,N,2002,2009,F,74,227,December,23,1978,Czech Republic
Freadrich,Kyle,N,2000,2001,F,79,260,December,28,1978,Canada
Scuderi,Rob,N,2004,2009,D,73,218,December,30,1978,USA
Hoggan,Jeff,N,2006,2009,F,73,188,February,1,1978,Canada
Aebischer,David,N,2001,2008,G,73,185,February,7,1978,Switzerland
Royer,Remi,N,1999,1999,D,74,200,February,12,1978,Canada
Backstrom,Niklas,N,2007,2009,G,73,196,February,13,1978,Finland
Murphy,Cory,N,2008,2009,D,70,185,February,13,1978,Canada
Hedin,Pierre,N,2004,2004,D,74,200,February,19,1978,Sweden
Snyder,Dan,N,2001,2003,F,73,190,February,23,1978,Canada
Cisar,Marian,N,2000,2002,F,73,197,February,25,1978,Slovakia
Babenko,Yuri,N,2001,2001,F,73,200,January,2,1978,Russia
York,Mike,N,2000,2009,F,70,185,January,3,1978,USA
Garon,Mathieu,N,2001,2009,G,74,207,January,9,1978,Canada
Boumedienne,Josef,N,2002,2004,D,73,200,January,12,1978,Sweden
Belanger,Francis,N,2001,2001,F,75,228,January,15,1978,Canada
Severson,Cam,N,2003,2006,F,73,215,January,15,1978,Canada
Holden,Josh,N,1999,2004,F,73,190,January,18,1978,Canada
Zyuzin,Andrei,N,1998,2008,D,73,208,January,21,1978,Russia
Yakushin,Dmitri,N,2000,2000,D,73,200,January,21,1978,Ukraine
Esche,Robert,N,1999,2007,G,73,210,January,22,1978,USA
Sonnenberg,Martin,N,1999,2004,F,73,197,January,23,1978,Canada
Farkas,Jeff,N,2001,2003,F,73,185,January,24,1978,USA
Dwyer,Gordie,N,2000,2004,F,75,215,January,25,1978,Canada
Parker,Scott,N,1999,2008,F,77,240,January,29,1978,USA
Christie,Ryan,N,2000,2002,F,75,200,July,3,1978,Canada
Hajt,Chris,N,2001,2004,D,75,206,July,5,1978,Canada
Rycroft,Mark,N,2002,2007,F,73,192,July,12,1978,Canada
Guite,Ben,N,2006,2009,F,73,211,July,17,1978,Canada
Datsyuk,Pavel,N,2002,2009,F,71,197,July,20,1978,Russia
Varlamov,Sergei,N,1998,2003,F,71,203,July,21,1978,Ukraine
Rudkowsky,Cody,N,2003,2003,G,73,206,July,21,1978,Canada
Korolev,Evgeny,N,2000,2002,D,73,214,July,24,1978,Russia
Kvasha,Oleg,N,1999,2006,F,77,230,July,26,1978,Russia
Garner,Tyrone,N,1999,1999,G,73,200,July,27,1978,Canada
Ward,Lance,N,2001,2004,D,75,210,June,2,1978,Canada
Ziegler,Thomas,N,2001,2001,F,71,174,June,9,1978,Switzerland
Kuznik,Greg,N,2001,2001,D,73,185,June,12,1978,Canada
Lehtonen,Mikko,N,2007,2007,D,73,194,June,12,1978,Finland
Bradley,Matt,N,2001,2009,F,75,210,June,13,1978,Canada
Begin,Steve,N,1998,2009,F,73,187,June,14,1978,Canada
Simon,Ben,N,2002,2006,F,73,195,June,14,1978,USA
Zubrus,Dainius,N,1997,2009,F,77,225,June,16,1978,Lithuania
Roche,Travis,N,2001,2007,D,73,200,June,17,1978,Canada
Hejda,Jan,N,2007,2009,D,75,229,June,18,1978,Czech Republic
Tezikov,Alexei,N,1999,2002,D,73,208,June,22,1978,Russia
Jackman,Ric,N,2000,2007,D,74,214,June,28,1978,Canada
Nilson,Marcus,N,1999,2008,F,74,189,March,1,1978,Sweden
Paul,Jeff,N,2003,2003,D,76,225,March,1,1978,Canada
Kaberle,Tomas,N,1999,2009,D,73,198,March,2,1978,Czech Republic
Tetarenko,Joey,N,2001,2004,F,74,215,March,3,1978,Canada
Pelletier,Jean-Marc,N,1999,2004,G,75,209,March,4,1978,USA
Dagenais,Pierre,N,2001,2006,F,76,217,March,4,1978,Canada
Phillips,Chris,N,1998,2009,D,75,219,March,9,1978,Canada
Wallin,Jesse,N,2000,2003,D,74,190,March,10,1978,Canada
Collins,Rob,N,2006,2006,F,70,174,March,15,1978,Canada
Willsie,Brian,N,2000,2009,F,73,202,March,16,1978,Canada
Bulis,Jan,N,1998,2007,F,73,208,March,18,1978,Czech Republic
Mottau,Mike,N,2001,2009,D,73,190,March,19,1978,USA
Clarke,Dale,N,2001,2001,D,74,193,March,23,1978,Canada
Weaver,Mike,N,2002,2009,D,69,182,May,2,1978,Canada
Gove,David,N,2006,2007,F,69,190,May,4,1978,USA
Allen,Chris,N,1998,1999,D,74,197,May,8,1978,Canada
Podkonicky,Andrej,N,2001,2004,F,74,202,May,9,1978,Czech Republic
Walser,Derrick,N,2002,2007,D,70,190,May,12,1978,Canada
Aitken,Johnathan,N,2000,2004,D,76,230,May,24,1978,Canada
Holmqvist,Johan,N,2001,2008,G,75,198,May,24,1978,Sweden
Berry,Rick,N,2001,2004,D,74,210,November,4,1978,Canada
Cole,Erik,N,2002,2009,F,74,205,November,6,1978,USA
Aucoin,Keith,N,2006,2009,F,69,187,November,6,1978,USA
Ready,Ryan,N,2006,2006,F,74,195,November,7,1978,Canada
Huselius,Kristian,N,2002,2009,F,73,179,November,10,1978,Sweden
Schnabel,Robert,N,2002,2004,D,77,230,November,10,1978,Czech Republic
Allen,Bobby,N,2003,2008,D,73,201,November,14,1978,USA
Piros,Kamil,N,2002,2004,F,73,200,November,20,1978,Czech Republic
