name,id,survival,type,price,releaseToDate,avgRate_current,rateCount_current,avgRate_all,rateCount_all,category,catPop,size,language,langNum,ageRate,system,systemCat,device,left_trunc,censored
Mountain Goat Mountain Zynga Inc. 979415701,979415701,7,free,0,60,4.5,248,4.5,3294,Games,Games,85.4025898, English,1,09+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Agent Alice wooga 938120844,938120844,11,free,0,200,4.5,229,4.5,6353,Games,Games,85.35849667," English, Danish, Dutch, French, German, Italian, Norwegian, Polish, Portuguese, Spanish, Swedish, Turkish",12,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Insta3D - Create Your Own 3D Avatar | Animate & Cartoon Yourself Speed 3D Inc. 883125430,883125430,5,free,0,448,2.5,7,3.5,551,Lifestyle,other,85.32056713," English, French, German, Italian, Korean, Portuguese, Simplified Chinese, Spanish, Traditional Chinese",9,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
AdVenture Capitalist! Kongregate 927006017,927006017,6,free,0,206,4.5,1280,4.5,63900,Games,Games,85.18503094, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
SCRABBLE Pics Backflip Studios 923026595,923026595,2,free,0,249,4.5,389,4.5,1902,Games,Games,85.17619419, English,1,04+,iOS 6,med,"iPhone 4, iPhone 4s, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPhone 6s, iPhone 6s Plus, iPad, and iPod touch.",1,1
Puppy Love - My Dream Pet Coco Play 992879171,992879171,5,free,0,25,4.5,679,4.5,679,Games,Games,85.16571331," English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",12,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"Sports Jeopardy! - Quiz game for fans of football, basketball, baseball, golf and more Sony Pictures Television 663946142",663946142,3,paid,0,591,4,343,3.5,1195,Games,Games,85.12559032, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Toca Lab Toca Boca AB 748057890,748057890,52,paid,2.99,640,4,243,4,1234,Entertainment,Entertainment,85.07290459," English, Chinese, Danish, Finnish, French, German, Indonesian, Italian, Japanese, Korean, Norwegian, Portuguese, Russian, Spanish, Swedish, Thai, Turkish",17,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
NeuBible - A beautifully simple Bible app designed for reading Quiet Pupil 961857426,961857426,3,paid,0,178,5,8,4.5,187,Reference,other,84.98496437, English,1,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Despicable Me: Minion Rush Gameloft 596402997,596402997,2,free,0,822,4.5,1670,4.5,431214,Games,Games,84.87373924," Arabic, English, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish",15,09+,iOS 6,med,"iPhone 4, iPhone 4s, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPhone 6s, iPhone 6s Plus, iPad, and iPod touch.",1,1
Bike Race Free by Top Free Games Top Free Games 510461758,510461758,118,free,0,1269,4.5,255,4.5,304491,Games,Games,84.83751774," English, Japanese, Korean",3,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Fruit Ninja Free Halfbrick Studios 403858572,403858572,65,free,0,1728,4,2441,4.5,315610,Games,Games,84.70745468," English, Arabic, Chinese, French, German, Italian, Japanese, Korean, Polish, Portuguese, Russian, Spanish, Traditional Chinese",13,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Fruit Ninja Halfbrick Studios 362949845,362949845,86,paid,0.99,1972,4,1189,4.5,697525,Games,Games,84.70709133," English, Arabic, Chinese, French, German, Italian, Japanese, Korean, Polish, Portuguese, Russian, Spanish, Traditional Chinese",13,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
PAC-MAN Friends BANDAI NAMCO Entertainment America Inc. 868209346,868209346,8,free,0,388,3.5,576,3.5,594,Games,Games,84.51228905, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"What's the Difference? ~ spot the differences in this photo hunt puzzle of hidden object games Candywriter, LLC 820452091",820452091,1,free,0,544,4.5,624,4.5,93064,Games,Games,84.44688702, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Stray Cat Simulator Gluten Free Games 969211750,969211750,220,paid,0.99,159,4.5,607,4.5,934,Games,Games,84.37324715, English,1,09+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Battle Camp PennyPop 569929985,569929985,100,free,0,726,4.5,67,4,10670,Games,Games,84.34002018," English, Arabic, Danish, Dutch, French, German, Indonesian, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish",19,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Big Hero 6 Bot Fight Disney 909362143,909362143,6,free,0,315,4,126,4.5,3083,Games,Games,84.23618507," English, French, German, Italian, Portuguese, Russian, Spanish",7,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"Temple Run 2 Imangi Studios, LLC 572395608",572395608,2,free,0,969,4,3560,4.5,255956,Games,Games,84.1750803, English,1,09+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Machine World Trino AB 493849232,493849232,1,paid,1.99,1338,4.5,1342,4.5,3592,Games,Games,84.05081749, English,1,04+,iOS 4,old,"iPhone, iPad, and iPod touch.",1,1
"Paper - Notes, Photo Annotation, and Sketches by FiftyThree FiftyThree, Inc. 506003812",506003812,1,free,0,1263,2.5,202,4,16828,Productivity,other,83.91312695," English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",11,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
"Little Builders - Truck, Crane & Digger for Kids Fox and Sheep GmbH 875242534",875242534,1,paid,2.99,480,3.5,59,3,185,Entertainment,Entertainment,83.88556671," English, Dutch, French, German, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Turkish",12,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Emoji Free _ My Emoticons Art & Cool Fonts Keyboard JINMIN ZHOU 523045896,523045896,1,free,0,1227,4,171,4.5,22342,Utilities,Utilities,83.64962196," English, French, German, Russian, Simplified Chinese, Spanish, Traditional Chinese",7,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",0,1
Mia - My New Best Friend Coco Play 990552885,990552885,4,free,0,67,3,96,3,96,Games,Games,83.6406374," English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",12,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Super Battle Racers Game Hive Corp. 893414506,893414506,1,free,0,353,5,675,4.5,2760,Games,Games,83.63974762," English, Bokm«l, Norwegian, Danish, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",17,09+,iOS 4,old,"iPhone, iPad, and iPod touch.",1,1
InstaCollage - Collage Maker & FX Editor & Photo Editor FREE click2mobile 530957474,530957474,5,free,0,1185,4.5,408,4.5,85801,Entertainment,Entertainment,83.60840607," English, Simplified Chinese",2,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"NFL HUDDLE 2016 The Topps Company, Inc. 563027226",563027226,2,free,0,1061,4.5,128,4.5,1246,Sports,other,83.56582737," English, German, Spanish",3,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
METAL SLUG 3 SNK PLAYMORE 530060483,530060483,1,paid,2.99,1158,4,299,3.5,2586,Games,Games,83.24935341," English, Japanese",2,09+,iOS 4,old,"iPhone, iPad, and iPod touch.",1,1
Restaurant Story 2 Storm8 Studios 814656403,814656403,1,free,0,270,4.5,258,4.5,6985,Games,Games,83.22322083," English, French, German, Italian, Japanese, Korean, Simplified Chinese, Spanish",8,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
VEGA Conflict KIXEYE 898383017,898383017,4,free,0,137,4.5,103,4,3222,Games,Games,83.12782764, English,1,09+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Ultimate Lion Simulator Gluten Free Games 1010801519,1010801519,13,paid,0.99,19,4.5,266,4.5,267,Games,Games,83.04529667, English,1,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"Two Dots Playdots, Inc. 880178264",880178264,27,free,0,472,4.5,1822,4.5,97232,Games,Games,83.01409817, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Hay Day Supercell 506627515,506627515,2,free,0,1179,4,3572,4.5,468792,Games,Games,82.73965359," English, Bokm«l, Norwegian, Danish, Dutch, Finnish, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",19,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Trivia Crack (Ad Free) Etermax 723795263,723795263,355,paid,2.99,676,4,77,4.5,73271,Games,Games,82.41662312," English, Arabic, Bokm«l, Norwegian, Catalan, Danish, Dutch, Finnish, French, German, Greek, Icelandic, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",22,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Just Dance Now Ubisoft 833517462,833517462,4,free,0,353,3.5,232,4,1228,Games,Games,82.17809105, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
The Princess Bride - The Official Game Gameblend Studios 910244872,910244872,3,paid,3.99,249,4.5,533,4.5,533,Games,Games,82.0906086, English,1,09+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Dr. Panda's Restaurant 2 Dr. Panda Ltd 796333129,796333129,3,free,0,577,4.5,2639,4.5,2986,Education,other,82.07866478, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Galaxy Alliance GA+ 1028348038,1028348038,13,free,0,29,4.5,185,4.5,197,Games,Games,81.91441154," English, Japanese, Korean, Simplified Chinese",4,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Doodle Tanks_ JoyBits Ltd. 981683421,981683421,2,paid,0.99,130,3.5,6,4,53,Games,Games,81.74346352,"English, French, German, Portuguese, Russian, Spanish",6,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Out There: _ Edition Mi-Clos Studio 799471892,799471892,1,paid,4.99,563,4.5,69,4.5,1435,Games,Games,81.68603992, English,1,12+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
God of Light Playmous 735128536,735128536,9,free,0,563,4.5,2514,4.5,3338,Games,Games,81.57392502," English, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish",10,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Fantasy Forest Story: Land Before Dragons Storm8 Studios 877831982,877831982,1,free,0,417,4.5,129,4.5,5527,Games,Games,81.57286358," English, French, German, Italian, Japanese, Korean, Simplified Chinese, Spanish",8,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Calorie Counter & Diet Tracker by MyFitnessPal MyFitnessPal.com 341232718,341232718,11,free,0,2105,4.5,455,4.5,464234,Health & Fitness,other,81.56788635," Bokm«l, Danish, Dutch, English, Filipino, French, German, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",21,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Angry Birds Fight! Rovio Entertainment Ltd 933958078,933958078,7,free,0,95,4.5,25,4.5,5064,Games,Games,81.56040668," French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",10,09+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"MyRadar Weather Radar _ Forecast, Storms, and Earthquakes Aviation Data Systems, Inc 322439990",322439990,1,free,0,2249,4.5,2353,4.5,75499,Weather,other,81.41909885, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"Geometry Wars 3: Dimensions Evolved Activision Publishing, Inc. 917463360",917463360,279,paid,4.99,108,4.5,194,4.5,736,Games,Games,81.41264915," English, French, German, Italian, Spanish",5,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
The Price is Right_ Bingo Ludia 660333908,660333908,4,free,0,508,4,710,4,3583,Games,Games,81.36092472, English,1,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Brickies Noodlecake Studios Inc 969122371,969122371,6,free,0,115,4,220,4,835,Games,Games,81.31998158, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
InstaCollage Pro - Collage Maker & FX Editor & Photo Editor click2mobile 530957470,530957470,12,paid,0.99,1188,4.5,51,4.5,11367,Photo & Video,Photo & Video,81.23269463," English, Simplified Chinese",2,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Words With Friends Zynga Inc. 804379658,804379658,191,free,0,339,4.5,883,4.5,108402,Games,Games,81.05213928," English, French, German, Italian, Portuguese, Spanish",6,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Spotify Music Spotify Ltd. 324684580,324684580,373,free,0,1522,4.5,1153,4.5,599556,Music,other,81.05183697," Dutch, English, Finnish, French, German, Greek, Hungarian, Italian, Japanese, Malay, Polish, Portuguese, Spanish, Swedish, Traditional Chinese, Turkish",16,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",0,0
Viber Viber Media SARL. 382617920,382617920,317,free,0,1746,4.5,831,4.5,141879,Social Networking,other,81.01228428," Arabic, Bokm«l, Catalan, Chinese, Croatian, Czech, Danish, Dutch, English, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",35,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",0,1
Rival Kingdoms: Age of Ruin Space Ape Games 910492448,910492448,5,free,0,131,4.5,89,4.5,10661,Games,Games,80.83427334," English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish",9,12+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Bloons Monkey City Ninja Kiwi 918037679,918037679,7,free,0,283,4,70,4,5006,Games,Games,80.81208801, English,1,09+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Santa Tracker Lite - North Pole Command Center North Pole Command Centre Limited 660842333,660842333,1,free,0,817,NA,NA,4,176,Lifestyle,other,80.76007175, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Sugar Smash: Book of Life - Sweetest Free Match 3 SGN 916281743,916281743,1,free,0,341,4.5,347,5,13587,Games,Games,80.6919899," English, Czech, Dutch, French, German, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",16,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"UP by Jawbone - Track with UP Move_, UP24_ Jawbone 461125277",461125277,1,free,0,1410,3.5,155,3.5,12197,Health & Fitness,other,80.59883308," English, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",12,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
PAC-MAN 256 - Endless Arcade Maze BANDAI NAMCO Entertainment Europe 1002340615,1002340615,22,free,0,25,4.5,1034,4.5,8561,Games,Games,80.53714085, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Sworkit Lite - Personal Workout Trainer App for Daily Circuit Training Workouts and Exercise Routines Nexercise 527219710,527219710,292,free,0,1209,4.5,41,5,8227,Health & Fitness,other,80.53628063," English, French, German, Hindi, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Turkish",12,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Shooting Showdown 2 Pro Naquatic LLC 914364783,914364783,7,free,0,332,4.5,247,4.5,1342,Games,Games,80.44119167, English,1,17+,iOS 4,old,"iPhone, iPad, and iPod touch.",1,1
Deer Hunter 2014 Glu Games Inc 583222866,583222866,23,free,0,726,4.5,7122,4.5,171222,Games,Games,80.43454361," English, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",12,17+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Action Runner Tim Bennett 1019088447,1019088447,1,free,0,48,3,5,3,8,Games,Games,80.3681469, English,1,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Treasure Fetch - Adventure Time Cartoon Network 818746835,818746835,4,paid,2.99,361,4,37,3.5,58,Games,Games,80.36354351," English, Arabic, French, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Turkish",11,09+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"Typic - Typography, Creative Quotes, Photo Editor Hi Mom S.A.S 601467470",601467470,2,paid,2.99,939,4.5,56,4,649,Photo & Video,Photo & Video,80.26315117, English,1,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
"Call of Duty¥: Heroes Activision Publishing, Inc. 898968647",898968647,16,free,0,304,4.5,501,4.5,138438,Games,Games,80.17655563, English,1,12+,iOS 6,med,"iPhone 4, iPhone 4s, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPhone 6s, iPhone 6s Plus, iPad, and iPod touch.",1,1
DEAD EYES LoadComplete 973810419,973810419,2,paid,2.99,122,4,19,4,81,Games,Games,80.09217834," English, French, German, Japanese, Korean",5,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Farming Simulator 16 GIANTS Software GmbH 992051355,992051355,40,paid,4.99,39,4,149,4,616,Games,Games,80.05108452," English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish",10,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Akinator the Genie Elokence 484090401,484090401,373,paid,1.99,1376,4.5,3072,4.5,19616,Entertainment,Entertainment,79.98651123, French,1,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",0,0
"Forks Over Knives - Healthy Recipes & Delicious Meals Made Easy Forks Over Knives, LLC 903911740",903911740,77,paid,4.99,396,4.5,118,4.5,377,Food & Drink,other,79.78884888, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Julius Jr.'s Playhouse StoryToys Entertainment Limited 894995802,894995802,1,paid,2.99,311,5,1,NA,NA,Entertainment,Entertainment,79.66344547, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"Star Wars_: Card Trader The Topps Company, Inc. 946777364",946777364,1,free,0,186,4.5,70,4.5,5762,Entertainment,Entertainment,79.62393379," English, German, Spanish",3,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Diner Dash Glu Games Inc 694249237,694249237,13,free,0,340,4,818,4,14820,Games,Games,79.62021065," English, French, German, Indonesian, Italian, Portuguese, Russian, Spanish, Thai, Turkish",10,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Ultimate Wolf Simulator Gluten Free Games 1003822659,1003822659,374,paid,0.99,59,4.5,268,4.5,1056,Games,Games,79.61436176, English,1,09+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Mira Selfie Editor Anthropics 947402385,947402385,1,paid,3.99,266,4.5,19,4,29,Photo & Video,Photo & Video,79.60434437,English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Shred! Downhill Mountain Biking - HD Alex Johnson 926256202,926256202,4,paid,0,326,NA,NA,3,39,Games,Games,79.33324528, English,1,09+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Escape Ketchapp 972390458,972390458,6,free,0,73,3.5,274,3.5,570,Games,Games,79.3290453, English,1,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Santa Tracker - North Pole Command Center North Pole Command Centre Limited 635252156,635252156,4,paid,2.99,817,5,1,4,160,Lifestyle,other,79.32450485, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"Tango - Free Video Call, Voice and Chat TangoMe, Inc. 372513032",372513032,76,free,0,1809,4,63,4.5,67351,Social Networking,other,79.241786," English, Arabic, Bengali, Burmese, Chinese, Filipino, French, German, Hebrew, Hindi, Indonesian, Italian, Japanese, Korean, Malay, Persian, Polish, Portuguese, Russian, Spanish, Thai, Turkish, Urdu, Vietnamese",24,17+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Fruit Land _ juicy match3 adventure Pacific Enterprises (asia) limited 905016429,905016429,4,free,0,388,4.5,82,4.5,7388,Games,Games,79.12465096," English, Czech, Dutch, French, German, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",16,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
_atch the Mask Tigrido 1007330193,1007330193,3,free,0,18,4,54,4,54,Games,Games,79.05691051, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
